,Destination_link,Review
78,144076,"Egypt Direct Tours was a great tour company that will take good care of you while in Egypt. We loved our guides Mervy and Mohamed that they selected for us. We were taken to all the top highlights, great 4 star hotels and excellent river cruise. They...

            Show more"
79,144076,"The first hotel (golf resort) was excellent. The tours were well done but the sleeping train and cruise were horrendous we all got sick from the sleeping train and the cruise smelled like diesel the entire time the people did the best they could....

            Show more"
80,144076,"The trip was well organized, even though we signed up for the 11 days cheap Egypt itinerary we were treated like VIPs. 
We were greeted at the airport 3 AM in the morning  which is reassurance that every step of the way will be taking care of. 
Overall...

            Show more"
81,144076,"Will definitely recommend this tour company!
Found them using google and service was brilliant from initial contact until the day of the tour.

My tour guide who had delivered an exceptional service and provided me with a thorough service to ensuring I...

            Show more"
82,144076,"Egypt is full of sites and experiences well worth visiting and enjoying.  I booked this tour on a 50% off sale. Perhaps the fault was mine, but I did not realize that the 50% off meant 50% less of the elements of the tour: paying all entrance fees,...

            Show more"
83,144076,We as a Family from India Strongly recommend Egypt Direct Tours for the excellent way they conducted the whole Tour.
84,144076,"Take it!
See all of Egypt in the best and most comfortable way!"
85,144076,"Sites we saw were what we expected and were wonderful. 
Transport was good.  Security guards made us feel safe and all rides were comfortable except for the train which was old and dilapidated.

Tour guides did their best but their English was not...

            Show more"
86,144076,"It was remarkable. Howaida (guide) and Waleed (driver) were both excellent.  Both were very attentive to our needs.   The last time I came to Egypt was 25 years ago-everything has really changed-including the landscape around the Pyramids.  I took the...

            Show more"
87,144076,"5 stars. 
We went on a 11 day tour of Egypt  visiting the cities of Cairo, Luxor, Aswan, Abu Simbel and  added two additional days visiting Alexandria and additional sites of Cairo. Before the trip, we had some concerns about visiting Egypt, but the...

            Show more"
88,2263,"Ask for Mostafa as your tour guide because he is an awesome tour guide. He is professional and caring. Mostafa is energetic and knowledgeable and he does his best to enjoy your challenging Egypt trip. Mostafa is supportive and well-behaved which made...

            Show more"
89,2263,"The whole tour was very well organised.   Our guide Mo was very knowledgeable and passionate about the places we went to see.   He knew all the tips and tricks to miss the crowds and how to deal with the locals trying to sell us their wares at each of...

            Show more"
90,2263,"Traveled as a solo female to Egypt. Felt safe. This was an amazing trip and exceeded all my expectations. Travel Talk was the travel agency and it went well. Saw amazing sites. Only thing more time to shop and support the locals. Otherwise it was great...

            Show more"
91,2263,"Loved this tour from start to finish. The booking process was straightforward and questions dealt with promptly.  On arrival at Cairo airport Muhammad helped us get our visa, change money etc which was very welcome at 3am. Our tour guide Safi provided...

            Show more"
92,2263,"Overall the trip was incredible, I had a amazing experience travelling around Egypt.

The tour guide (Momo Daddy) was very informative and passionate about the history. He was extremely helpful.

However, I didn't get picked up from the airport, when i...

            Show more"
93,2263,"This was a great tour to see all the highlights of Egypt. Our guide, Momo, made our experience 100 times better. He went above and beyond throughout the trip and his passion and knowledge of Egypt made seeing the sites much more engaging and...

            Show more"
94,2263,"We had a great experience with TravelTalk. Everything was well organized, our tour guide Adham was very knowledgeable and made our experience enjoyable. Would highly recommend TravelTalk."
95,2263,Deano was a fantastic guide!
96,2263,"The tour was very interesting and very well organised and over all a lot of fun!!! The tour guide was just excellent, good fun and knew everything. Great Tour"
97,2263,"Outstanding trip from Travel Talk. The Venda was very well planned and organized so as a tourist we didn’t have to worry about anything. Everyone from TT was friendly and there were plenty of activities for everyone. One of the best things about the...

            Show more"
98,14262,"This tour was amazing! Ehab was the tour guide and he was fantastic. He went above and beyond to make sure we did everything we wanted to do, even outside of the itinerary. 100% recommend this tour to anyone but definitely recommend to any solo female...

            Show more"
99,14262,"Ehab is the best guide! Felt really safe throughout the tour and went to so many sites from pyramids, temples, cruises, and more. It's great to not have to plan anything.  I also did the abu simbel and scuba diving add on which was really fun and worth....

            Show more"
100,14262,"Covered a lot of things to see in such a short time. George, our guide was excellent. Everything we saw was great, hotels were fine. The only thing I did not like was the bus we were in. We had 14 people and were relegated to a small bus with no leg...

            Show more"
101,14262,"Tour was excellent and exceeded expectations. Highlight was the tour guide Mina whose organisation, knowledge and interation with the group was excellent. The group size of 18 was good too.
The breakfast boxes were a low light and the nubian dinner...

            Show more"
102,14262,"Just book it! This adventure allowed us to see 85% of Egypt’s greatest treasures in just 9 days. It’s not for the faint of heart, you’re go go go and exhausted the whole time - but it’s so worth it! It’s an adventure!
Our beautiful tour guide Mina was...

            Show more"
103,14262,"This tour was incredible value for money and was an eye opening education into the wonders of ancient Egypt. Our exceptional tour guide Mina Magdy was not only a wealth of information at every site we went to,  and we went to a lot, he was also a very...

            Show more"
104,14262,"Overall pretty good experience with expat, from pickup at Cairo airport. Expat representative were accompany us from exchange money to went through custom. To the bus that sent us to oasis hotel. Very helpful. 
And they have member in hotel to help us...

            Show more"
105,14262,Much history seen with busy schedule of the Nile Jewel Tour. Covered a lot of ground in nine days. Enjoyed the cruise.
106,14262,"This tour is spectacular! The antiquities are amazing, the Giza pyramids are just tip
Of the iceberg , thank you Nabil for being the best EGYPTOLOGIST."
107,14262,"Nabil / Tiger tour guide outstanding!  Very informative, helpful and excellent keeping tour together and organized.  Best we’ve worked with on prior Expat tours.  Egypt itinerary was great - all the big sites.  Well worth it"
108,228650,"If you are anything like me, you will have read a number of reviews before making this large purchase—it is a big deal trusting folks to make your trip in an unfamiliar country enjoyable, relaxing, and safe. I am pleased to say that you need not look...

            Show more"
109,228650,"The tour was full of activities and opportunities to explore beyond what is planned. We had a fun tour guide, Hassan, who was very energetic and kept us going on longer days. The boat was comfortable and the food was tasty. Ahmed Fawaz picked me up from...

            Show more"
110,228650,"Overall, impressed with the cities, sites, cruise and in-depth knowledge of the Egyptologists. Was disappointed with a couple things: 100% understand the travel time to Abu Simbel, but to only be given an hour, we missed one of the temples. Also, the...

            Show more"
111,228650,So beautiful and so much to see from start to finish!  A must see and an experience!
112,228650,"Great experience! I recommend adding the optional tours especially the hot air balloon. The days are long but worth it. The tour guides are a wealth of information. Shout out to Ahmed for keeping order with any unexpected complications including when...

            Show more"
113,228650,"The trip was excellent inmost respects. Our guides were generally well versed and professional. One negative was that there was no choice for rooms on the cruise ship.  Rooms aft and close to the engine compartment were loud and at times exhaust from...

            Show more"
114,228650,"Very poor communication on tour leaders with the tour group. Left the group on our own at the Aswan airport without letting us know the meeting point when arrive Cairo airport.
Our group was seperated into two boats at Luxor without advance notice!"
115,228650,"The tour was recommended highly to us. It was fantastic “trip of a lifetime”. Very well planned from start to finish with good food, exceptional & knowledgeable tour guides. 
Would recommend it to anyone!
Jeff."
116,228650,"Was a great tour.
Communication from tour guides was spasmodic.
Not advised that hotels were DRY."
117,228650,"Footstep of the Pharaohs was a fantastic tour for my first time in Egypt. From the booking process till all the way through the tour was made simple with tour radar and getaways Egypt. Everything was as planned and really gave us peace of mind knowing...

            Show more"
118,192861,"The trip was crammed with too many activities so that it was exhausting.  Cairo is polluted and crowded.  I suggest one day in Cairo: pyramids in the morning and the Egyptian museum in the afternoon.  Also, we were taken to too many “demonstrations” of...

            Show more"
119,192861,"Great tour, great people, great prices"
120,192861,"Jus got back from my Legends of Egypt tour and it was a blast. What a trip. Planet tours really knows how to treat a visitor. 

From the pick up at the airport, until you board the plane home, you are treated like the only visitor to Egypt. My...

            Show more"
121,192861,"Very in depth itinerary with lots of temples visited along the way. 
Dalia in Cairo was great as was Shenouda in Luxor. Cruise was lovely on the Esmeralda, nice staff"
122,192861,"We had an unforgettable trip with Planet tours. The guides were fantastic especially Shenouda! He went above and beyond, making sure that all our activities met our expectations. He even organized a birthday cake for me! I couldn’t give the trip a 5...

            Show more"
123,192861,"We were very happy with our tour as we had booked just a week before we left for Egypt ( cutting it fine)
Experience was better than expected the co-ordinator Omar was available on What’s app if we had any questions. Madeline in Cairo was very...

            Show more"
124,192861,"It was amazing trip. I learned a lot. From the time we got to Cairo airport (May12) until we left Cairo ( May 21), Tourradar was taking care of us. We didn’t need to be worry about anything or plan for anything.
Thank you Tourradar for organizing such...

            Show more"
125,192861,Best itinerary and great guides!  Stop looking and book it now.
126,192861,"After searching through hundreds of tours, we found this one from Planet Tours. They take you to see more sites than most, even much more expensive tours! We booked our tour for mid-November and it was the best decision. We even booked 2 additional...

            Show more"
127,192861,"this was a great tour, marco organized this for me, and it was excellent, and when above and beyond for me. my guides hiatham and Emma, were great very knowledgeable  and took the time to explain  things and and developed a time lime of events so I...

            Show more"
128,230867,"Highly recommend this tour, got to see all the places we wanted to see without waiting in big lines as they timed arriving well for each place. Accommodation was great and being in a smaller tour group allows you to see things much quicker than the big...

            Show more"
129,230867,"Breath taking experience, recommendation 200%!
I think that every person on this planet should take and have this trip! Our guide Alaa made sure we have everything we need and more! He brought us knowledge of Egypt like I think nobody would. He took us...

            Show more"
130,230867,"If you are planning to visit Egypt, do not hesitate when booking this package with Holiday in Egypt! My husband and I just got back from our honeymoon and we are so glad we did it. Before the trip, the company was responsive to all my messages - I had...

            Show more"
131,230867,"I had a great week on this tour. Lots of amazing sights packed into the itinerary. Accommodation at the Nubian Guest House, Nile river boat and hotel in Luxor were all excellent. The tour guide Alaa was knowledgeable, engaging and passionate about...

            Show more"
132,230867,"This was a dream trip for my mom and I and we were not disappointed, thanks to the Holiday in Egypt team. We arrived a day early and had a small issue but Alaa and Bob handled it quickly. The itinerary is arranged well so that you can see all the...

            Show more"
133,230867,"This was a tiring but very enjoyable trip. The accommodation was good and the trips were excellent and worth the early starts. Alaa was an excellent guide, very knowledgable and passionate about ancient Egypt. He was also very helpful and went out of...

            Show more"
134,230867,"Had a great time on the Goddess Hathor tour offered by Holiday in Egypt.  Keeping in mind that you're traveling in Egypt and that minor hiccups will occur, Alaa went above and beyond in accommodating all the requests made by the group to make sure...

            Show more"
135,230867,"Fantastic tour! We saw and did soooo much. Be prepared for a packed itinerary as well as some early morning starts. Khaled was great as our guide throughout, and Bob (our driver in Cairo) was wonderful. Both very personable and helpful. Thank you to all...

            Show more"
136,230867,"The first day the tour company waste one hour to collect ticket money and tips. Someone did not participate in every activities and not had the ticket money refund, it is not fair."
137,230867,"The tour was great. Guide was working hard and did the best he can. But when we booked tour was expected maximum to...

            Show more"
138,134152,"Good cruise trip to see all the key temples and sites, Very Informative!
The tour was really fun and very interesting. Khaled our tour guide, he was very informative, accomadating, and on time with our schedulewas very engaging and tried super hard to...

            Show more"
139,134152,"Don't do it! The tour guides were nice, but the train and the boat were old and filthy. Probably the only cruise where you lose weight."
140,134152,Overall I enjoyed the trip.
141,134152,"Amazing Cruise and Tour
Had an amazing experience! Mr. Khaled was an amazing guide! The itinerary was well
done and the service was amazing. We got personalized service for all our tours. The
cruise and the food was really good as well. Highly recommend...

            Show more"
142,134152,"Saw a lot on my trip, once in a lifetime experience!...however first tour guide joked he was going to kidnap me, second tour guide came onto me several times and tried to rip me off for an additional activity I changed my mind about (tickets were not...

            Show more"
143,134152,"Our visit to Egypt was a wonderful experience generally.We really didn`t know what to expect before our 
arrival.The Egypt Best Tours Rep met us at Airport late at night,No Problems,and thanks Islam.
Dosa was our Tourguide in Cairo.Thanks Dosa for our...

            Show more"
144,134152,"Our family of 4 (including an 8 and 12 year old) had a wonderful time exploring Egypt on this tour. We were able to see all the sites in a short window of time as well as relax on a lovely river cruise. Our guides were fantastic and very informative -...

            Show more"
145,134152,"We had a great time touring Egypt with fantastic and informative guides Abdelbaset aka Abdo (in Cairo) and Talaat Abdo (in lower Egypt to Luxor). We were able to see all the main sites and landmarks and had a comfortable stay on the cruise. There was so...

            Show more"
146,134152,"This tour is super flexible and everyone was very nice and knowledgeable. Some of the days are very long if you do the optional tours. You get to see a lot of the best sights in Egypt. Peter also arranged a camel ride for us in Giza, the trip to Abu...

            Show more"
147,134152,"Το ταξίδι μας στην Αίγυπτο ήταν εμπειρία ζωής. Σε αυτό βέβαια βοήθησαν όλοι οι άνθρωποι που οργάνωσαν και έκαναν αυτό το ταξίδι αξέχαστο. Από τους ξεναγούς στο Cairo και το Aswan, έως και το προσωπικό στην κρουαζιέρα μας στον Νείλο, ήταν πάντα εκεί να...

            Show more"
148,45553,"Tour guide was nice and knowlegeable.
Destinations were all great.
Buffet was great.
Accomodations were good."
149,45553,"This was a very well organised tour and you will cover a lot in 9 days.  This is a fast paced tour so just be prepared for the early mornings (3am wake up calls) and long days. Our tour guide Ray was amazing and so knowledgeable. Abu Simbel and the hot...

            Show more"
150,45553,"I had a wonderful tour with Ray, our tour guide in March.  Timeless Tours did an excellent job with logistics, communication, hotel/resorts, and transportation. They were super helpful with all the questions I sent them before the tour.  They were great...

            Show more"
151,45553,"The tours were great! Fast-paced experience, which is typical of these types of tours. We visited all the highlights and it was awesome to see things I’ve dreamt of since I was a kid.  Great value for the money. Food was decent, except bagged...

            Show more"
152,45553,"Great trip with excellent egyptologist guide Ray. He was very knowledgeable an personable, went the extra mile on several occasions. It was great value for money and have nothing negative to add. Will definitely book again with Timeless Tours."
153,45553,"Very organized.  We really enjoyed the Nile cruise,but allthaccomodations were excellent  Our tour guide was knowable and friendly.   We had a great time."
154,45553,A very pleasant experience for our first river cruise. Totally enjoyed and recommend it to anyone who wants to do the Nile River cruise.
155,45553,"I loved the whole tour right from the initial planning everything went very smoothly 
Ash our tour guide in Egypt was excellent I loved his knowledge of the Ancients and the love of his country also a great sense of humour"
156,45553,Fantastic value for money. Action packed. Covered all the desirable sites. Great bonding experience with other fellow travellers.
157,45553,"The Nile River Tour was Excellent. There were a few little things that could have been different, but that is just me personally so I will rate it a total of 5 stars. Our tour guides Medhat and George was absolutely wonderful and funny, they gave great...

            Show more"
158,45598,"What an amazing experience with wonderful people! We had Ray as our tour guide. He was so knowledgable, extremely helpful and caring! It’s a very active holiday so bring comfortable shoes. I recommend buying the adds upon purchasing the the tour,...

            Show more"
159,45598,"This is a great way to see the famous sites in Egypt. Our tour guide helped us all so much, from helping us change money, to get SIM cards for our phones, to any issues with the hotels, and communications with locals. I felt totally safe and able to...

            Show more"
160,45598,"We had a very cohesive group that got along very well. We also enjoyed our guide Ash. He did a good job telling us about the great historical places we visited. Accommodations in both Cairo and Hurghada were nice. The Cruise Line, The Jewel of the Nile,...

            Show more"
161,45598,"Hotels: staff and waiters very attentive, minor problems with AC, water pressure, and water temperature; Food: buffet style, excellent; Cruise ship superb (food, staff, rooms); sleeper train from Cairo to Aswan: poor to bad (sink not working, room not...

            Show more"
162,45598,"What an amazing tour! Our guide, Ray, was knowledgeable, helpful with anything we needed and made the entire tour very fun. 
The accommodations were clean and nice and we were able to maximize our time and get the most of the trip by using the tour...

            Show more"
