,Destination_link,Review
30,114320,"We hat an amazing rund trip in Sri Lanka! Great mix of culture, fauna, history and action (specially water activities and safaris).
Many thanks to our tour guide Nishanta who treated us like familiy members and made our vacation an unforgetable...

            Show more"
31,114320,"It had a very good selection of sites to see and do. Tour guide Charly was very welcoming, informative and made everything go smoothly ."
32,114320,"Loved the tour & loved Sri Lanka. The tour is a perfect way to get a taste of all that Sri Lanka has to offer. Our guide, Buddhika was very knowledgeable on all facets of Sri Lankan history & culture and was just a really nice guy who couldn't do enough...

            Show more"
33,114320,"Truly a lifetime trip, well organized and everything was amazing, from the attractions we visited to the hotels we were accommodated in. Tour guide Mr. Nishantha was so professional, helpful and accommodating. He made sure that we enjoyed every minute...

            Show more"
34,114320,"I would like to complement my driver-guide Ravi for being very helpful and informative throughout the tour. He provided very good local knowledge and recommendations. He was able to drive me to various attractions on schedule.

I would also like to...

            Show more"
35,114320,"The tour was everything one can ask for and more. The communication with the company is always timely and on point, they will try to accommodate your needs the best possible way and make you feel like home in Sri Lanka. The tour is packed with many...

            Show more"
36,114320,"This tour is packed with things to do. You will be on the go everyday.
Everything is well organised and Ruvin my...

            Show more"
37,114320,"I can’t recommend this tour enough! Sri Lanka is an astonishing place and if you want a jam packed week with all the main sights, this one is brilliant. Our tour guide, Sidath, was absolutely phenomenal. Always prompt with pick ups, flexible and...

            Show more"
38,114320,"This was a great tour. Each day was different with a lot of adventures to experience. Our guide Mr Sidath was the main reason things went so smoothly. Nothing was too much for him. 
If you want an exciting but rewarding and relaxing tour of Sri Lanka...

            Show more"
39,114320,"This adventure with BH Lanka tours has been unforgettable. They have gone above and beyond in communication and accomodation at an almost unbelievable cost to me. My driver/tour guide Asela was friendly, thoughtful and experienced. His goal was to make...

            Show more"
40,114673,"I have a great moment during my private tour 8 days and 7 nights in Sri Lanka with BH Lanka Tour. They also arrange me for couple of days staying in Maldives.
Other than their own programme, you can propose what is your interest place to visit, and they...

            Show more"
41,114673,"The tour to Sri Lanka was an adventure I didn’t know I needed! Our guide, Nalin, made our trip fantastic and memorable; he was so knowledgeable in the country’s history and ensured all of a needs/ wants came to fruition. Sonali was promptly...

            Show more"
42,114673,"This tour gave a very good range of different aspects of Sri Lanka, along with some adventure activities too.  I feel as if i am leaving  Sri Lanka with a clear understanding of the beautiful country and some knowledge of its history!  There was also...

            Show more"
43,114673,"This trip was amazing!! 

The tour company itself was wonderful with communication before and during the trip. They answered all questions quickly (even when it was very late in Sri Lanka due to the time difference). They were very focused on making...

            Show more"
44,114673,"Die Reise war sehr schön und man hat wunderschöne Sachen gesehen. Die 12 Tage gingen sehr schnell vorbei. Unser...

            Show more"
45,114673,"We are very happy to have been in Sri Lanka.
The country is very interesting, green and in all colours. The people are smiling and friendly. We felt safe throughout and did not feel any effects of the economic crisis in the country.
The BH Lanka agency...

            Show more"
46,114673,"All the hotel bookings were made as advertised. The hotel locations were very good. Our tour guide, Janaka, has been excellent. He was very knowledgeable specific to what we were looking for, which was cultural. He was timely, and kept to the schedule...

            Show more"
47,114673,"Amazing time on tour in Sri Lanka 

We went on a two week private Grand Tour.

Sri Lanka is a fantastic holiday location and this tour provides excellent value for money. 

Our drive/guide Udara is very knowledgeable and was helpful on this tour....

            Show more"
48,114673,"The Grand Tour really gives you a good impression of Sri Lankan diversity and brings you to the most important places. We were very satisfied by the whole process of our vacation arranged by BH Lanka. Our driver Eeshan did a very good job, we felt safe...

            Show more"
49,114673,"Great itinerary full of interesting activities. Really good hotels throughout. Dinners included - some very good meals with wide choice, never disappointing. Excellent driver guide throughout - Nishantha - so friendly, helpful and knowledgeable. There...

            Show more"
50,137971,"Vajira was AMAZING. not only was he knowledgeable and helpful but his energy and smile was infectious throughout the entire trip. It was the perfect mix of having a local guide AND good travel friend. He took care of all of us so well and made me feel...

            Show more"
51,137971,"Dear Vajira, it has been an amazing and memorable experience having you as guide. Your warm personality, exceptional kindness and remarkable genuineness, besides being an encyclopediac source of information on Sri Lanka and a great (hi)story teller,...

            Show more"
52,137971,"This really is the perfect tour of Sri Lanka. The itinerary is well thought out, covering all the main places and attractions. We had a super comfy spacious bus with 2 fabulous drivers who really looked after us and made sure all our luggage was safe...

            Show more"
53,137971,"V was an excellent guide, really knowledgeable and had a great personality. I am delighted he was our guide and made the experience 10/10"
54,137971,"I had such an amazing time on my 10 day Sri Lanka tour. Our tour guide Vajira went above and beyond to make this the trip of a lifetime. The itinerary was packed with wonderful experiences everyday and Vajira managed to recommend even more brilliant...

            Show more"
55,137971,"I couldn’t have hope for a better tour guide than Vajira, he single handedly made this trip the best possible experience. I got choked up when I was saying goodbye to him and I think that says it all! He is so kind and knowledgeable on everything to do...

            Show more"
56,137971,"Vajira Completely made the tour for us. We all fell in love with him as much as we did Sri Lanka. He was kind and patient and looked out for us all. He was funny and told us so many amazing facts about everything we saw. He really brought the group...

            Show more"
57,137971,"This is my second trutravels tour and i had a really wonderful time. Our tour guide really made the trip what it was and made it the most amazing experience. It would not have been the same without him. He was always doing his best to make sure everyone...

            Show more"
58,137971,"V, was a brilliant tour guide, spoke great English, soo knowledgeable, so much fun and really caring! Couldn’t of asked for a better guide, V made us all feel so welcome and created memories that will last a life time :-)"
59,137971,"The tour was such an amazing experience and was made so much better by Vajira. He was super friendly and made me feel completely at home in his beautiful country. Vajira taught us so much about Sri Lanka’s culture, food, language and wildlife! He made...

            Show more"
60,4402,"Great new experiences everyday.  The tour has it all, historical sites, outdoors, hikes, sea, cycling ..."
61,4402,"The tour was good, our tour guide Indiaka was excellent. Maybe some days had a bit too much squeesed in and didn't leave much free time.
As the tour was cancelled with 5 days remaining, we had very little notification from Tour Radar.
Now we are being...

            Show more"
62,4402,"5 stars - Our guide Indika Prasad was exceptional. - in tour organising, our safety, commentary, after hours support with restaurants and dining, taxi and transport. On the sudden cancellation of the tour Indi kept us fully informed and worked with...

            Show more"
63,4402,It was very good overall
64,4402,"Good group, passionate and informative guide who went out of his way to show us the country he loves"
65,4402,"Very well organised. Excellent guide and support crew. Very professional, knowledgable, empathetic and kind.Best guide ever!"
66,4402,Great guide and group and interesting range of places visited
67,4402,"Well organised, varied trip &excellent guide"
68,4402,"Our guide Sumudu Peiris was excellent. Always friendly, approachable and very knowledgeable on local history in each location we visited. He went above and beyond to make the trip wonderful for everyone. I would definitely recommend Sumudu."
69,4402,"Lots of diversity, lots of activities, lots of things to do and see"
70,187873,"Die Gruppenreise, die ich gebucht hatte, wurde spontan zur Singlereise. Ich (w 27) hab mich jedoch in keinem Moment...

            Show more"
71,187873,"Amazing tour with Sunrise. As an older  solo female traveller, I was quite concerned about my safety after everything that was said on the news. There was no need, I was picked up from the airport and looked after very well throughout the tour. The...

            Show more"
72,187873,"I really recommend the tour with sunshine Sri Lanka tours from the bottom of my heart. I had the best time, saw so many highlights in just a short time & came to local places, I’m sure I wouldn’t have been to on my own.
People in Sri Lanka are really...

            Show more"
73,177836,"I had a tour with Dinesh. He had the tour meticulously planned but was still open and accommodating to any changes we wanted to make to our schedule. He ensured that we had good accommodations and our last hotel was an amazing room with an excellent...

            Show more"
74,177836,"Overall, this turned out to be a pleasant trip. Dinesh, our driver and tour guide provided excellent customer service and was very accommodating. For instance, he was able to upgrade our room at one of the hotels, got us an appointment for the required...

            Show more"
75,42065,"Omg! What an amazing experience, from our awesome guide, to the beautiful locations, a variety of transport taken to experience life like a local, tuk tuk, trains, tractor cart and of course the OTG tour bus, so much fun."
76,42065,"We loved this tour. We felt like it gave a good mix of different things to see in Sri Lanka. Our tour guide Akhtar was amazing. He was incredibly knowledgeable and was constantly sharing his expertise and interesting facts with us. He was very helpful...

            Show more"
77,42065,"Although there were long periods in the bus due to distance and traffic, Akthar was very knowledgeable and able to give us plenty of information, particularly historical, about Sri Lanka."
78,42065,Good quality hotels. Knowledgeable and informative tour guide willing to go the extra mile.  Good pace of tour.
79,42065,Great way to see Sri Lanka
80,42065,"Top quality hotels, pleasant and knowledgeable tour guide and very well organized itinerary.  The country is fascinating with a rich history, good food and great scenery."
81,42065,"BRILLIANT!  Certainly more than I expected.  Great destination, great accommodations, well planned and well executed activities, excellent and safe transportation, great mix of people, and AMAZING tour guide (Akthar).  A once in a lifetime experience....

            Show more"
82,137955,"Absolutely brilliant!  Amara was great, very informative.  Showed us all sides of Sri Lanka, including some out of the way authentic places.  We were able to alter the itinerary to suit our ages and fitness levels.   Thoroughly enjoyed our trip and...

            Show more"
83,137955,"I traveled from Germany to Sri Lanka for the month of March in 2023 for 15 days. It was really a great time that I don't want to miss. 

My tour guide Daya is a local who know every single spot in Sri Lanka and have years of experience doing this tours....

            Show more"
84,137955,"In February / March I took a beautiful tour with Sunrise Sri Lanka - and can only recommend the experience without any limitations. Sunrise Sri Lanka was very flexible in regards to organizational aspects in advance of the tour - and upon arrival the...

            Show more"
85,137955,"I had an amazing experience! As I was the only one that signed up I had a private tour and could do everything that I...

            Show more"
86,137955,"What an amazing tour! It was more than I expected. So many sites to see. I selected this tour because I thought it was the most complete one (15 days of adventure) versus the big companies like Explorer and Intrepid and it is organise by a Sri Lankan...

            Show more"
87,137955,"We expected to travel as a group and ended up having a private tour with Mr. Ruwan who did an amazing job at giving us an immense insight on the lovely culture, the beautiful nature and especially the fascinating wildlife of this
Mr. Christopher was...

            Show more"
88,137955,"The tour delivered what was promised. 
In Polonaruva I suggest to go in a hotel / guesthouse in town instead of the hotel at the lakeside.
The excursion to the mangrove and lake was a waste of time and money.
We spent a half day in Galle, instead of...

            Show more"
89,137955,our sri lankan driver and guide was excellent . 2 hotels were poor value the rest were fine
90,137955,"I have just completed this 15 day tour of Sri Lanka and it was everything advertised and so much more. Daya was my guide (and driver - since I was solo on the tour). He was very patient and understanding of my needs. He explained the history, religion,...

            Show more"
91,137955,"I was on a 15 day group tour that turned out to be just me. This was a little awkward at first but I soon felt very comfortable and at ease with my amazing guide Ruwan.

Ruwan is such a calm and patient man (I'm sure my obsession with monkeys must...

            Show more"
92,78475,Very well organised with knowledgeable guide
93,78475,Loved the country & the people - always smiling and welcoming!
94,78475,"This trip has been absolutely brilliant! Our guides Akthar and Rajith were excellent! and the tour had the right amount of sightseeing, safaris and free time to enjoy Sri Lanka. I would definitely recommend this tour to anyone!"
95,78475,"Tour was a nice mix of culture and nature. Guide was great dealing with some particularly challenging guests pretty much everyday while still being attentive to the rest of us. Some of the hotels were outstanding (love Jetwing) but made some of the...

            Show more"
96,78475,This was our first experience of a group tour and it was a very positive one indeed. Both the company and the itinerary suited as well. Special mention for Akmar who guided the wildlife section of the tour
97,78475,"Fabulous tour, loved the train ride up into the mountains. Hotels were all excellent. Transport had wifi and air con so was very comfortable. Maybe to many temples on first day. Thoroughly enjoyed this trip would definitely recommend it."
98,78475,"A well planned, busy tour. The variety of our itinerary surpassed anything I expected,  and we had a wonderful, knowledgable guide in Akhtar. Would revommend to anyone."
99,83491,Quality tour that gives a real in depth experience of Sri lanks
100,83491,"Had an amazing time on this trip. Sri Lanka is a beautiful country and on the trip, you get to experience the gorgeous coastline, amazing hikes with stunning views and the local culture. Thought the trip was well paced, the hotels were of a high...

            Show more"
101,83491,Great trip! Great guide! Well organized!
102,83491,"The 12 days really flew by as we were introduced to beautiful Sri Lanka including the culture, the scenery, the local people and the food. Our CEO Cham really went above and beyond for us all making sure that we were able to experience as much as...

            Show more"
103,83491,"Great Tour, Udi was a brilliant guide. Would recommend"
104,83491,"I have had nothing, but fantastic trips with GAdventures"
105,83491,"Good sized group, well organised tour leader"
106,83491,Great tour guide hotels and well planned tour
107,83491,The people we travelled with and a great guide.
108,83491,"It was easy to pay money, then have the trip organised for me. It was cost effective, I saw everything I could have wanted plus more, it was relaxed but plenty to do, the optional extras were great."
109,127611,"The trip was a fantastic experience to explore the Pearl of the Indian Ocean. Our guide, Danuka, met us at the airport and prepared for us by far the best and most thorough tour proposal based on our preferences.He was always friendly and professional,...

            Show more"
110,127611,"We had the most amazing time with Beauty Lanka Travels, and it all started with our guide, Malintha. He was so helpful, friendly, and knowledgeable! He was always smiling, and he knew how to make things happen when we asked him to do them. He made us...

            Show more"
111,127611,"Incredible tour, visited so many amazing places in such a short time. Was so lucky to have the incredible Amal with me! Would recommend to anyone and I will be back!"
112,127611,"We had an amazing time in Sri Lanka!

We'd like to thank you for making our trip so special. We were able to see all the major points of the country, and Raj was a fantastic driver and tour guide. He was very friendly, informative, and caring, ensuring...

            Show more"
113,127611,"Fabulous and highly recommended!

My driver was Niran. I booked this tour because I decided at short notice to travel to Sri Lanka on my own. It was a very good decision to book this tour and I was really lucky with Niran. He was always attentive, told...

            Show more"
114,127611,"We went on a 4 day trip to Srilanka and five remote villages from there.Our driver made sure our trip was comfortable, attended to all our requests from short trips to groceries to difficult travel paths to the remote villages. He was friendly and...

            Show more"
115,127611,Me and my friend had amazing day with Malintha! He was very kind and helpful. Everything was flexible according to out schedule so I appreciate all! He was so nice and explained a lot about
116,127611,Very good and professional service. We loved our tour guide Malintha who was friendly and explained us a lot of history. We really recommend the tour.
117,127611,"Experienced very nice scenery which i left it late to book so took a chance on these guys and it was the best decision, super helpfull, very friendly and stick to their word, i recommended them 100%."
118,127611,Friendly and excellent wild life spotter guide .Totally everything perfect. Pickup was timely and smooth. Guide and Driver was very flexible and knowledgeable.
119,189443,"We enjoyed this trip. The pre-trip material was high quality and ensured we were prepared. We were extremely impressed with the accommodations. Our guides were quite personable, extremely knowledgeable, and made certain everything was in order. And...

            Show more"
120,189443,"We enjoyed this trip. The pre-trip material was high quality and ensured we were prepared. We were extremely impressed with the accommodations. Our guides were quite personable, extremely knowledgeable, and made certain everything was in order. And...

            Show more"
121,198458,"One-word, WOW!!
What a great tour, from start to end. Everything you could possibly want to see in this wonderful country of Sri Lanka was part of a journey. And what made it extra special was a tour guide and driver extraordinaire buddhika. He knew...

            Show more"
122,198458,"We loved our trip. Sri Lanka is a beautiful country with many different environments to explore. From beach to mountains, rainforests and countryside. We enjoyed them all!  But what really made the trip special was our tour guide Nalin. He was...

            Show more"
123,198458,"Our trip to Sri Lanka was amazing. Everything was very well organized and our tour guide/driver Buddhika was excellent. Sri Lanka is a very beautiful country to visit with a spectacular scenic views and friendly people. A big thanks to BH Lanka Tours...

            Show more"
124,198458,"A great glimpse into Sri Lanka's beauty and culture, just wished we had more time to check out places such ad Adam's Peak and Nikkaduwa. Sidath was extremely patient and helpful in ensuring our safety and enjoyment!"
125,198458,"Beautiful country, well organized tour. Accommodations were usually great. Buddhika went above and beyond to make sure I was comfortable, and all the local vendors of various activities were hand picked for high quality. Please expect to spend an...

            Show more"
126,198458,"Hemos pasado unas vacaciones excepcionales en Sri Lanka, una perfecta organización y un país precioso, sin la ayuda de Sidath no hubiera sido posible disfrutar de esta experiencia de la misma forma, nuestro guía Sidath a estado pendiente de nosotros en...

            Show more"
127,126504,"Tour Guide Joe was tuned in to our needs and very resourceful. I would highly recommend.
Sri Lanka is a beautiful county with a lot of history, I feel bad for the people dealing with the economy collapse."
128,126504,"We had a fantastic trip in Sri Lanka. Our driver Joseph Fernando was excellent. 
He went out of his way to make our trip enjoyable. We will highly recommend your company and BH Lanka Tours. 
Thank you Joseph for making our stay so memorable we loved it"
129,126504,"Altogether, a well-rounded tour. To summarize, we had an excellent driver/guide, Joseph, who was easy-going, helpful, resourceful as well as a good driver and Mr. Hasitha who reacted with flexibility as we encountered problems. 
The tour, as tours go,...

            Show more"
130,126504,An excellent way to experience the variety and beauty of Sri Lanka. Loved it!
131,126504,"From our arrival in Colombo and being met at the airport by our guide Gayantha, to traveling around this beautiful country, seeing so many places, it was a wonderful experience that I would highly recommend to anyone considering visiting Sri Lanka.  The...

            Show more"
132,126504,"Wow! Sri Lanka is amazing! And we were so happy to have Gaya to show us this wonderful country. We were very well looked after and even extended our trip by 2 days to see more! This was the trip gave us all the sights and experiences we wanted, without...

            Show more"
133,126504,"Summary: Dealing with BH Sri Lanka Tours was very difficult to work with and they didn't respond well. Our tour guide/driver was great and made up for a lot of the frustrations I had with the tour company and the only reason this is anything more than a...

            Show more"
134,126504,"A great tour to see the highlights if Sri Lanka. Ravi the driver got me safely all over the country (thanks Ravi!). Loved the elephant safari, sigiriya lion rock, passikuda beach resort and cave temple. Also enjoyed  the roadside coconut stops :)...

            Show more"
135,126504,"Everyone has to go to Sri Lanka - even in light of recent events, I have never felt safer traveling as a solo female in any other country.  Buddika and the BH team were fantastic - ensuring I felt safe, secure and had a fabulous time.  The itinerary was...

            Show more"
136,126504,It was average compare to all the other tours I have gone on around the world.
137,46438,"I really enjoyed the tour which was a good balance of culture, beach time and wildlife. Just a couple of things that were not so great- the ‘scenic’ train to Ella was an awful experience- we were crammed into carriages where we could not move/sit/see...

            Show more"
138,46438,"The trip itinerary was Leeds to much leisure, it may be add some more places of interest to utilise spare time"
139,46438,"just a couple of comments  tour rated 19-99years  i am 77 and could not see a 99 year old making it.  also no sense starting at colombo and finishing in marissa.  should have started in negambo and finished in negambo  a lot of people seem to feel the...

            Show more"
140,46438,"There are some points I'd like to pick up on:
1. It would be a good idea to have a hotel for our 1st night much closer to Columbo airport as it took over an hour to get to the Sapphire Hotel (traffic jams through Columbo) - especially as our 2nd night...

            Show more"
141,46438,"It’s hard to rate this tour average but it was, maybe it was just not the best fit for me. I would have liked to see more of the archeological sites and see more historic places. The guide was ok but just didn’t seem to connect with the group. I don’t...

            Show more"
142,46438,It was a great mingling group of guests coupled with a very good guide and his driver..brilliant and nan the conductor was 10 out of 10 as well. I think tour is just right indeed
143,46438,"Well priced, well organised tours-particularly good to have transport arranged rather than having the hassle of organising it yourself."
144,46438,I was lucky with small groups always. Easy travelling and visit a lot of spots.
145,46438,"It was a really great trip.. but ir should have been communicated a bit more; the way we have to tip& thar we are going to so many charity things.. its a good thing; but it would just have been nice to know in advance.& to calculat better with the own...

            Show more"
146,46438,"Udi the guide (udaya) over excelled himself everyday to cater to everyones varied interests, made it fantastic, relaxed, fun, interesting experience. He was brilliant! I hope all sri lanka groups get to have udaya as their guide, he made the trip!"
147,238387,"Amazing trip!
We travelled to Sri Lanka in August/September 2019 and had a great experience with Step Lanka and our driver and guide Tharaka. We visited some amazing places and Tharaka used his knowledge to make sure we were able to make the most of...

            Show more"
148,238387,"Sri Lanka Family Tour with Intrepid Travel...  Was excellent value overall!!  We enjoyed the itinerary and the flow of the tour.  The hotels were ok.. nothing spectacular but clean and nice.  We loved the camping site!!  Nice things to see.. though in...

            Show more"
149,238387,"Excellent guide, similar minded families, good activities and ethical and environmentally responsible."
150,238387,"it was a fantastic tour, well planned and organised. all main sites covered plus optional experiences that are off the beaten track"
151,238387,"Having travelled with Intrepid to Borneo in 215/16, we were keen to travel with the company again. I didn't think we could possibly match the experiences we had in Borneo, but I was wrong. This has been one of the best holidays of my life!!"
152,238387,It’s a great way to travel with younger kids as it takes most of the stress out of it.
153,238387,"Small groups, strong local presence, ethical travel, always a great experience."
154,238387,Greta size of group and program
155,238387,Such an excellent guide who was able to answer any aditional questions from any of the groups members
156,238387,"My leader, Nandana, was very helpful with everything. He helped us with looking for places for nice food, and with general information. His English was amazing too. Everything we went to was interesting, and a big difference in the range of things we...

            Show more"
157,111171,"What an experience! Ancient temples, fantastic wildlife, beautiful scenery of this phenomenal island.  My guide Ranga made it so memorable with his knowledge, stories and local contacts.  Thanks for the trip of a lifetime!"
158,111171,"We did day tour with just 5  people, which was great! The guides were nice and told us lots of stories and well as showed great wildlife.We enjoyed.Highly recommend."
159,111171,"It was a great tour! Just in one day, I have seen tons of attractions and had an amazing Sri Lankan experience. I totally recommend this tour company . Thank you again for an amazing day."
160,111171,Such a beautiful country with amazing people too. The whole experience was amazing. All the activities were excellent and my guide spoke very good English and was friendly and welcoming from the very start.Highly recommended.
161,111171,I had found Really a good service with no problems and they helped me every time. They brought me the Ticket in our hotel. I recommend it.
162,111171,"We have just come back from an excellent tour of Sri Lanka. Our guide was waiting for us when we arrived and really made our stay special. A very helpful, knowledgeable and comprehensive tour with a guide who made our stay very special. Thank you...

            Show more"
163,111171,A good and  friendly tour guide.Took us to a really enjoyable spice tour as an addition to the trip.I would highly recommend this company!
164,111171,"I'm really satisfied with the service provided by Beauty Lanka travel, they made my stay in Sri Lanka memorable. From the vehicle to accommodation everything was perfect and on time. I highly recommend their services!!"
165,111171,"We had a excellent tour in Sri Lanka with Beauty Lanka Travels 
We would definitely recommend booking a tour with this company when you’re in Sri Lanka"
166,111171,"Please do your research before going we are told we would be getting 3 or better star hotels and what we did get were not even 1Star we were really disappointed ☹️ we realize that Sri Lanka us under government turmoil but for tourists they should have...

            Show more"
167,82831,"Amazing tour! Everything was super organised and the our tour guide Sam made the trip unforgettable. We felt we got to see so much of Sri Lanka in such a short space of time and can’t wait to return one day. Be prepared to pay extra for some of the...

            Show more"
168,82831,"I had an amazing time in Sri Lanka, such a beautiful country. Prasad the guide was fantastic from beginning to end. He always went the extra mile to make sure the trip was enjoyable, safe and ran smoothly. He shared a lot of local knowledge and was very...

            Show more"
169,82831,Mathisha was such a brilliant tour leader - he made the trip so special!! He provided such great knowledge and also made the trip feel very personalized!
170,82831,"My Essential Sri Lanka Trip with Intrepid exceeded all my expectations.The wonderful group of people I traveled with made the trip exciting and enjoyable. The trip had the right balance between included activities and free time. My favourite location...

            Show more"
171,82831,Mathisha was an excellent guide who gave our tour such a personal touch!
172,82831,Perfect tour! Had both hiking and adventurous activities but also relaxation time.
173,82831,The trip was well planned out with lots of activities and optional activities that showcased Sri Lanka.
174,82831,Our tour guide went above and beyond to make sure we had the best time possible and saw the real Sri Lanka
175,82831,"I would like to compliment Ranjan on his managing of our group and all that he did to accommodate us and keep us safe and happy during our trip! Keeping a group of 13 females between the ages of 18 and 3 happy is difficult and he was up to the task. I...

            Show more"
176,82831,"Very unorganized, guide didn’t seem to know what we should be paying for out of pocket/ what was included on our trip, when we had free time we’d organize something sndvthe gyide would take us somewhere else because hisvfriends were there."
177,119770,"It was so wonderful to be met by the driver at the airport. Our driver Buddhika happily greeted us with a big smile on his face. He helped us with currency, luggage and had lots of bottled water for us in the van. As we had never been to Sri Lanka...

            Show more"
178,119770,Communication was excellent. Everyone went out of their way to ensure we had a memorable experience. Buddhika was a very caring and informative tour guide. We appreciated the flexibility and advice. We’ll be back for another visit!
179,119770,Hotels were not luxurious as indicated. Very basic at 2/3 star. One place was below 1 star and disgusting. Drivers English poor. Food very basic. Itinerary not covered completely.
180,119770,"Better communication.. sudden changes from accommodation booked to a hostel unexpected and unpleasant was such a let down. Lost our trust. Driver wanted to be in accommodation with people he knew so therefore pretended we wanted a barbecue which we did...

            Show more"
181,119770,"This was a great introduction to Sri Lanka. It covered historical, cultural, religious places of significance, and we saw lots of natural beauty too. Our guide was knowledgeable and helpful, he accommodated any requests we had?"
182,119770,"We had a great time in Sri Lanka.The tour itself is well planned and the itinerary was Ideal for us. Accommodation and meals are up to standard. Transportation was so comfortable and our tour guide Gayantha was brilliant.
Thanks you so much for BH Sri...

            Show more"
183,119770,"First of all I’d like to thank you for the trip. Overall the trip was nice and I enjoyed it but I want to mention some issues I didn’t like and I have concern about them.
First, the most thing I didn’t like is the planning and management of the trip....

            Show more"
184,119770,"Gaya was an amazing guide!
Would recommend him to anyone :)"
