,Destination_link,Review
23,86015,"Excellent trip, we saw everything we wanted to see. 
Our guides, John and Chloe were wonderful. So well  organized, knowledgeable about every place we visited, and very helpful. 
We will definitely recommend this tour to everyone."
24,86015,"Excellent trip. Guide, John was knowledgeable, efficient, timely, good driver. 
The parks were amazing.  Definitely worth the money"
25,86015,Our Tour guide was excellent. The scenery was breathtaking
26,86015,"Once in a lifetime trip
""What an amazing trip! So much to see in 7 days. Joe was a fantastic guide and told us so much about the various places/areas we visited. Everyone was able to chose their hikes depending on how physically fit each person was. Joe...

            Show more"
27,86015,"Need more time to shop.  We had a group from Trinidad who spoke with an accent.  Perhaps it would be good to wear nametags for a few days.  Our tour guide, Haley, was excellent."
28,86015,"Chris Patrick was an absolute pleasure with all his knowledge, flexibility and humor. We would highly recommend this trip for all ages and abilities."
29,86015,"Great nature, okay accommodation, good guide."
30,176373,"This experience surpassed my expectations and our guide Shadrach was a large part of this. His knowledge, inclusiveness and calm demeanour ensured that everyone had a wonderful experience. Note for G Adventures:"
31,176373,"The tour is good, there were a few days of tight schedules but the rest are not too bad."
32,176373,Camping and hiking through Utah National Parks is a fantastic life experience! The scenery is amazing and fellow hikers have a passion for challenge!
33,176373,"Amazing tour! If Shad is your tour guide, you are beyond lucky. The people, the camping, the food, everything was great. I would definitely do this again."
34,176373,"Hiking Utah&#39;s Big 5 was an incredible adventure. The hikes were challenging and the days were packed with activity. Every park was unique and remarkable, and completing everything set out in this itinerary was a great accomplishment. Our group was...

            Show more"
35,176373,"This trip was the trifecta for me: awesome group, guide and location! 10/10 would poop in front of all of them, that&#39;s how&#39;s comfortable we all were with each other"
36,176373,"Loved this trip, got to meet some awesome people and even got to do some hikes that weren't on the itinerary but were on my bucket list. All in all I couldn't of asked for a better trip"
37,176373,"Every step was worth the effort, from beginning to end. The vistas in Utah are magnificent - no better way to be awed by them than to hike them."
38,176373,"I could sum up my overall experience in Utah in the beautiful words of Budda - ""....don&#39;t live your life impressing others, live your life impressing yourself"""
39,176373,This was my first trip with G adventures and I think I would like to do another trip maybe next year. I would not do camping in such hot weather again. But this is just me.
40,167617,Excellent! Very enjoyable and highly recommended!
41,167617,"My 5 day wild west tour was relatively ok. I feel like there were alot of positive aspects of the tour but other things that could be improved. Both tour guides Pascuale and Giovanni had were responsible and very informative. The bus driver, Sam, was...

            Show more"
42,167617,"The pick up point was a whole city block. Good idea if it was marked what location to wait.
In Vegas they switch our hotel from Harrah to some other hotel. Not nice.
In Modesto the hotel was old, bathroom door wouldn't lock. Carpet was tread bare.
We...

            Show more"
43,167617,"We travelled to America to experience California expecting an American guide and our first guide was Italian with little English or insight into the places we were to see.
A lack of any sort of introduction or welcome by Roberto meant the tour group...

            Show more"
44,167617,"Overall, we had a great experience. This was our first bus tour, and our main tour guide, Roberto, was wonderful! He was very communicative and helpful. He fully explained where we were going and what we were doing and answered any and all questions,...

            Show more"
45,167617,"We had an issue with Jaco, He was our final driver home from Vegas to LA he drove extremely fast he almost went off the road once because his hands were moving all over he ate the whole time which is fine but we had 30 minutes for lunch and he ate his...

            Show more"
46,167617,"Our Tour Group (AMADEO) w/ Roberto and Steve Cirillo as Tour guides were EXCELLENT & PROFESSIONAL.  It takes only one HORRIBLE experience to ruin the trip. The driver, ARMIN, was so INHUMAN & UN-PROFESSIONAL that the EXCELLENT rating I was going to give...

            Show more"
47,167617,"Roberto, Brenda, Paula, George and Jacob were all fantastic people to go on the tour with!! They went above and beyond to make sure we were comfortable on the trip."
48,167617,"Over all it's good. But I like to mention about these 3 points 
1.) I wish the bus seating is more luxurious so that one can sleep while traveling to places 
2.) Tour radar did not mention in detail what winter itinerary and summer itinerary difference....

            Show more"
49,167617,"The reviews for this tour led me to believe I would have a good time. Unfortunately, this was not the case. To say this tour is not worth your money is an understatement. To start off, the itinerary on the website is incorrect. I know it states that...

            Show more"
50,104091,"While it's a bit of a whirlwind tour of Utah, the trip is well planned and well spaced. Our guide Robin was very amicable and knowledgeable and made the trip a breeze. We got a good taste of all the various national parks we visited even though it had...

            Show more"
51,104091,Fantastic guide and parks
52,104091,"We had a 5 star experience on our ""Mighty 5"" adventure. I recommend you rename the tour the ""Mighty 6"" because of the great Tour Director, Mike, who did an amazing job with his knowledge, patience,and problem solving issues with park schedules.  Mike is...

            Show more"
53,104091,"Wonderful tour of beautiful parks reasonably priced.  Our guide, Mike K., was a wealth of information!"
54,104091,"An excellent adventure! We had a great guide, and met many nice people on the tour!"
55,104091,"Southwest Tours delivered exactly what was promised in the tour description. Our guide / driver, Kendell Champion (""Champ""), did a great job to make sure we cover the tour destination while also incorporating some interesting additions like night sky...

            Show more"
56,104091,"Wonderful trip, guide, and group!!"
57,104091,"The trip was well conducted. Ms. Hardee was exceptional as a guide. She was knowledgeable about the locations, the history, geology, etc. and made the narrations very enjoyable and informative. She took very good care of everyone in the party."
58,104091,"This tour, especially in off season at the National Parks was magical. Awesome, knowledgeable, flexible tour guide and the best co-adventurers I could have asked for!"
59,104091,"We were only on the trip one day due to an illness.  The Tour leader was nice and knowledgeable and the other attendees nice.  The bus we got was too small for our party both for storage and seat size. I understand  a larger better bus was being...

            Show more"
60,167770,"Wir waren eine kleine Gruppe
Die Organisation war gut
Die Unterkünfte auch
Es wurde viel Trinkwasser verteilt
Die...

            Show more"
61,167770,"War sehr überrascht als ich erfuhr, dass ich nicht an einem, sondern an zewi Touren teilnehmen würde.
DAS PRGRAMM IST...

            Show more"
62,167770,"Excellent tour stops and well worth the views. Plentiful bathroom and snack breaks, but the bus ride is long. However you cover 4 wonderful states, a drive I'd never do on my own.  Edwardo was excellent tour guide and Roberto was nice but not as...

            Show more"
63,167770,"The places we visited were incredible and I wouldn’t have been able to see it all of it weren’t for the set up of the guided tours. However I do think a few things could have been different to make it more enjoyable. 

Most of our stops were very quick...

            Show more"
64,167770,"Pros:
- You cover a lot of ground in this tour, and see some really varied and beautiful landscapes, ranging from coastal/beach, to canyons, to desert. 
- There are lots of stops which give you enough time to hop out and explore the different towns or...

            Show more"
65,161844,"It was an awesome tour. Saw and did so much. I would recommend Trafalgar to tour with. We are booked next year for The Colorful Trails of the SW in September. I want to say our tour director,Tyler Browning, is one of the best guides we have had. He is...

            Show more"
66,161844,This was an excellent experience
67,161844,"This was the best tour I’ve EVER been on. From the people to the places, it was a wonderful adventure. Trafalgar’s Alaska staff may have ruined me for all other tour companies."
68,161844,"In general things went very well. However, At the Denali location there was a shortage of staff which prevented full service at the  Park, Ie. not all dinning venues were normal and our room service such as daily service was missing. We were told, staff...

            Show more"
69,161844,"This trip was excellent!  It's a very busy itinerary with not much rest, but so many great things to see and do that lack of sleep was worth it!  Our Travel Director, Kris made the bus rides very enjoyable and he was very knowledgeable of the area --...

            Show more"
70,161844,"Super guide and driver
Led from the front.... in all regards
Tour would have been nowhere near as successful without them"
71,161844,"Overall a great tour. Scott (guide) and Tony (driver) were both great. Accommodations were excellent. Meals were okay--some very good, some average. Feeding large crowds is difficult so you can't expect top quality in every meal. One thing that should...

            Show more"
72,161844,Fantastic. Loved my stay at Denali National Park and train to Anchorage
73,104089,"Fabulous experience, small group"
74,104089,"I would like to add that the communication between tour radar and us was poor. No notice of change of first night hotel was passed on to us and the start n finish dates are not discussed AT all. It is really a 6 day tour not 8 day tour as advertised....

            Show more"
75,104089,"Wynn was a wonderful guide. Hotels were very nice.  No complaints about anything. 
This is an amazing adventure and the entire trip was flawless."
76,104089,"Our Utah Mighty 5 Tour exceeded expectations in every category imaginable. This was our first guided travel tour and we felt spoiled in every respect. As close to an all inclusive hiking tour I think you could find. Our guide, Christopher, was...

            Show more"
77,104089,Christopher was an excellent guide.  Our tour group of 12 melded on the first day.  The sites were excellent and so was the company.
78,104089,Amazing tour and guide
79,104089,Superb tour leader awesome scenery great accommodations
80,104089,"Our Mighty 5 Southwest Adventure Tour was AWESOME!  Our guide, Hans, was incredible and the landscape was unbelievable! Hans was very personable, efficient, and kept us on schedule with out ever rushing us.  The vehicle was very comfortable. Hans was an...

            Show more"
81,104089,"My tour ""Mighty 5 From Salt Lake City"" experience with southwest-adventure-tours was awesome! Tour guide ""Hans Kohte"" were enormously knowledgeable, did a excellent job of sharing his knowledge on The Colorado Plateau 1500 million year history very...

            Show more"
82,104089,"This is a tour of a lifetime!  If you are at all contemplating this trip, just do it!  Our tour guide was awesome and accommodated everyone’s needs for hiking.  The food and hotel accommodations were excellent!  We saw and hiked so much in 6 days so it...

            Show more"
83,62087,"I had a great time doing the Utah Parks Circuit. Despite the bad weather we could see a lot. My highlights were the Narrows in Zion and Bryce Canyon. More time in Bryce Canyon would have been nice.
Campgrounds were remote but all had nice restrooms with...

            Show more"
84,62087,"Guide was great and very knowledgeable, people were nice, and the trip was fun."
85,62087,I felt that the leader was extremely knowledgeable and put in the time to research and locate great locations to stop off at between the main inclusions we got to experience.
86,62087,"Tight schedule - got to see a lot - at times I would have liked a bit more info upfront so I could have planned better (eg at one point I was enjoying a post-lunch beer & was told we had to go now so I had to tip it away; turns out we got in the van,...

            Show more"
87,62087,"This trip was simply amazing, super well organized and our CEO Crystal Friedman was awesome, always helpful and super cool! All places we visited were amazing and the highlight of the trip was definitely the unforgettable overnight experience at...

            Show more"
88,62087,"This was my second trip, and it was even better than the first. I love the small groups, the knowledgable guide, and the unique adventures. I will, and have already recommended it."
89,62087,Dan Joyal. The guide was exceptional and made the experience exceed expectations.
90,62087,"It was a great fun trip.  I was moved to see many wonderful views.  I was not good at English, but everyone was very kind and I was able to spend a good time everyday.  Especially the tour leader explained carefully."
91,62087,"We did this trip during the government strike in 2013 which meant all the National Parks were closed. Intrepid did a WONDERFUL job mitigating the situation and we still got to go camping and hiking at some select state parks. Luckily, the Grand Canyon...

            Show more"
92,82420,"The tour itself was good, It was just that the islands didn’t really live up to my expectations."
93,82420,"Awful. This company is a rip off. I cancelled my trip in March and still have not received my refund even though I bought insurance. Do not book with Trafalgar. They have told me repeatedly my check is in the mail. Yet I am still without my refund 6...

            Show more"
94,82420,Conflicting information; poor or no itinerary; lousy hotel - this is not what I paid a premium price for. One of our fellow travelers said he had 15 tours on Trafalgar and this was the worst and last Trafalgar he would ever take. I totally concur!
95,82420,Everything was well organized.
96,82420,"We were told by Tour Radar that we could not plan “individual outings” before our trip. “Wait until you get there and your tour guide will help you”. At least that was my interpretation. So by the time we got to Hawaii a couple of the events we wanted...

            Show more"
97,82420,"Well planned and executed. Good mix of group activities, optionals, and individual time. Excellent tour guide. Wonderful accommodations on Maui and Hawaii. Great location in Waikiki."
98,82420,"Fun trip, Trafalgar tour guide and health director did a wonderful job guiding and managing the trip.  Oahu / Honolulu is way too crowded and busy, Waikiki beach was fun.  Restaurants moving to 50% occupancy was a drag, but it’s a COVID world we live in...

            Show more"
99,82420,"The tour was much better than I expected as I hadn’t done a group tour for years. Robert was on the ball and gave us excellent tips and advice and kept us moving so we were all timely. The accommodation was great (I should have paid extra and had an...

            Show more"
100,82420,"Fantastic trip through out O'AHU, MAUI and HAWAII. Our guide Michael Murakami, #Trafalgar, was informative, funny and always on point. We started, my husband and I, in Wakiki Beach than Pearl Harbor and a visit through town looking at the King's palace,...

            Show more"
101,218158,"This was a great tour, I highly recommend"
102,218158,"We had a wonderful tour. Our tour guide was John Harris, he did an outstanding job making sure everyone had a great experience, had enough water and went out of his way too accommodate everyone’s dietary needs. We would highly recommend taking this...

            Show more"
103,218158,"One of the best group trips I have ever been on. Rene was absolutely fantastic! Zion national park, Bryce Canyon and the Grand Canyon are absolutely amazing places to visit. Photos can not do justice to the sheer magnificent beauty. Our group was...

            Show more"
104,204277,"We experienced more of Yellowstone and the Grand Tetons with this tour, than we would have on our own.  We enjoyed meeting new people, seeing all the sights, and not having to worry about driving and directions.  Be prepared to do a lot of...

            Show more"
105,204277,"The Bucketlist group travel team was well organized, friendly, and excited an fun packed adventure. It was an awesome adventure. Best travel adventure I've experienced."
106,90265,"I want to preface this review by saying we are not ""Tour People"" and generally prefer to do our own planning. We thought we'd give this one a try. The good parts: The Alaska tour took us to some places I would not have thought about, such as a visit to...

            Show more"
107,90265,"For only having 8 days to try to highlight such a massive, incredible state this tour was amazing!  It really gives a great glimpse into the majesty of Alaska and the awesome local people who live here. There were a couple of bumps as the state is...

            Show more"
108,90721,This was an amazing tour! Emily was brilliant she had loads of recommendations in all of the places we stopped in and made sure that everything always ran smoothly! Thank you for a fab tour!
109,90721,Emily was amazing! She was organized and fun and always a step ahead to ensure things ran smoothly. She made the trip easy and enjoyable. I’m incredibly grateful I was able to have a stress free vacation!
110,90721,"Emily, has been an amazing tour guide her friendliness and ability to be adaptive in each situation, to ensure each individual is satisfied has been awesome to watch. The driver (Markus) and Emily worked really well together which added so much value to...

            Show more"
111,90721,"I had the pleasure of travelling with Emily and my god it was by far THE best experience I have ever had. The trip ran so smoothly with how it was planned out each and every day, we were always updated the day before on tomorrows activities. Emily had...

            Show more"
112,90721,"Fantastic tour! Great organisation from Emily, who helped us keep on track and answered our many questions, while having a great time with us"
113,90721,Was informative and knowledgeable about the areas visited. Food recommendations were appreciated throughout the trip.
114,90721,"Had an amazing experience on this tour, largely due to how good Emily was - definitely the best in the business"
115,90721,Thank you so much for making this trip unforgetable and amazing! Lots of love and all the best! 🧡
116,90721,"A great trip that I’ll always remember! Emily was very passionate about all the places we visited and had lots of advice, knowledge and history to give on each place!!"
117,90721,"Emily was great! Had the best time. Organised, professional and can let her hair down with the group too, felt more as a close mate than other strict tour guides.

Thanks Emily, you’re welcome in Australia whenever you would like!"
118,28322,"Amazing and awe inspiring. Lots of ""wow"" moments"
119,28322,"We had an amazing experience on our trip!! We took our 16 year old son on the 3 Day Zion, Bryce and Grand Canyon tour and it exceeded our expectations!  I will definitely be looking at the other tours offered and would love to do one again next year."
120,28322,It was fast paced but plenty of time to see everything; enjoyed it!
121,28322,"Great trip to see some of the highlights in the desert from Vegas. Loved the Zion Canyon, Antelope Canyon just stunning and of course the Grand Canyon was simply amazing. Highly recommend if you are short on time and want to see as much as possible."
122,28322,"I LOVED this trip! Million times better that I expected! Went to amazing places, with such a great organization with the bathroom stops, the food, the timing. Never been to a more perfect tour in all ways. Our guide was Indy! His knowledge, experience...

            Show more"
123,28322,"3 day tour covered so many amazing places and experiences. Our Guide Joseph was so knowledgeable about all the places we visited as well as being such a great guy to travel with. We hiked to the emerald pools in Zion, followed by visiting Bryce cannon...

            Show more"
124,28322,"Did the 3-day tour and it was a great experience. This definitely was not an in-depth tour and shouldn't be perceived so prior to the tour. It was intense and schedule was tight throughout the whole 3-day tour. Wish we had more time at each place....

            Show more"
125,28322,"Beautiful 3 day tour worth how much it was spent. Indy was a terrific guide who delighted us with his tales throughout the tour. Perfect organization, beautiful camping experience, bring something warm for the first night at Zion when you leave your...

            Show more"
126,28322,"I highly recommend this tour, this was one of the best things that I have done!! Bindlestiff Tours sent me detailed instructions as to what to bring and what to keep in mind which made me much easier to prepare for the trip. Indy, our tour guide, was...

            Show more"
127,28322,The absolute best tour and the best tour guide!
128,210158,I love getting out in nature and hiking and taking lots of pictures and this tour provided that. It truly was a trip I&#39;ll always treasure.
129,210158,"A great tour of the two beautiful national parks, with covering of wild life, geographic phenomenon, beautiful mountains and lakes. The staff is friendly and accommodating. I highly recommend this trip to anyone interested in exploring American national...

            Show more"
130,210158,"I had a great time on this trip. I like the mix of seeing the sites in the park along with some light hiking. I think the amount of time for each park is spot on. I appreciate that we saw so much of Yellowstone! Erica was a great guide and I rate this...

            Show more"
131,210158,"Pleasantly surprised at the quality of the experience, the friendliness of the CEO, and the extent to which the CEO looked out for everyone."
132,210158,"G Adventures tour was off-the-charts! We were looking for an active adventure - lots of quality hiking and activities (kayaking, whitewater rafting, horseback riding) that enabled us to truly experience the beauty and magnificent wildlife (pronghorn,...

            Show more"
133,210158,"My husband and I have always wanted to explore the Grand Tetons and Yellowstone National parks, and experiencing this part of the country with G Adventures did not disappoint. Our leader was knowledgeable, passionate and had great energy for her job. We...

            Show more"
134,210158,"Exceeded my expectations. I did not book this, my spouse did and neither one of us knew exactly what to expect. If I had listed my highest exceptions of the tour and the guide ahead of time, you still would have exceeded them! Thank you so much for...

            Show more"
135,210158,"The tour was fine however the description did not indicate that there would be multiple hikes EVERY day.  Accommodations were fine except the first hotel put us all on the second floor without having an elevator.  If this is typical then you might want...

            Show more"
136,65363,"Mesmerizing Grand Tetons!
I've been with Bindlestiff before and they did not disappoint the second time! Grand Tetons was mesmerizing and I am so glad I got this done through Bindlestiff!"
137,65363,"Yellowstone/Grand Teton Camping Tour
Amazing trip to National Parks (Yellowstone & Grand Teton) in Montana/Wyoming! Each day, the guide made it possible to explore tens of incredible places in addition to the standard touristic spots, not forgetting to...

            Show more"
138,65363,"5 STARS!!
We had a fantastic 7 day trip to Yellowstone, Grand Tetons & Bryce. Our guide was informative and super friendly. The campsites had great views and overall, the trip was spectacular! Highly recommend Bindlestiff Tours!!"
139,65363,Event was great! Tour guide was the BEST couldn't ask for a better one forcsure!! Chris your the best!! Hope to see you and the group after the fall semester!!! God bless!! Much love and respect
140,65363,Joe is fun and passionate
141,65363,"OUTSTANDING TOUR!  Our tour guide Joseph Spaid was the best guide and i have taken many tours over the years. attentive to group needs, excellent meals choices and food organization. super knowledgeable on the area visited, personable professional d...

            Show more"
142,65363,We have all submitted our reviews to Cindy at Bindlestiff Tours.  But she had to explanation.
143,65363,"First of all may I say our Guide was knowledgeable about flora and fauna and geological aspects of the areas we visited.  If he couldn't answer a question he took the time to research it.  He had a great sense of humor and since our group was 11 women,...

            Show more"
144,65363,"I don't think I would choose this trip again although the sites visited were fine and overall I enjoyed the trip due to the comradery, an opportunity to learn, and the beauty of our National parks.  There is a lot of travelling/sitting in a van for...

            Show more"
145,65363,"My trip was good because I was with my friends. The weather couldn't have been more perfect & the places we visited were magnificently beautiful. However, although our tour guide was a nice enough guy, I was not impressed with him at all. He seemed like...

            Show more"
146,106355,"Well-planned and delivered on time as promised! John provided excellent commentary along the drive to each destination. This tour offers the amazing iconic views of the southwestern United States that I wanted in three busy days! I am exhausted, but...

            Show more"
147,106355,"Excellent tour!!! I would highly recommend it. We saw so many beautiful things with plenty enough time at each stop. Our tour guide, Haley, was friendly, knowledgeable, and accommodating. Thank you for a 
safe and wonderful time."
148,106355,"Tim was our guide, and he did an excellent job! Due to strong winds, the Antelope Canyon closed for visit when we arrived, but Tim quickly found a great substitute nearby (Horseshoe bend) which we really appreciated. We have lived in the US for 1.5 year...

            Show more"
149,106355,"Very well organised and friendly, helpful & informative guide. Really enjoyed the experience despite the cold and heavy snow."
150,106355,"Great tour. I wouldn't hesitate to recommend Bindlestiff tours. Good value for money. Adrian was a fabulous guide, a very safe driver who always had a smile and consistently demonstrated a sincere interest in the group’s enjoyment. We were the...

            Show more"
151,106355,"Really good tour, you see a lot of very cool places in a short time! Great diversity of experiences from jeep tours to hikes to helicopter rides! Fair warning, its not for the faint of heart, its fast paced. But with that said it is great it you want to...

            Show more"
152,106355,"Highly recommend!!!
Great family vacation with our 2 adult children. So relaxed and stress free. Chris P is exceptional at what he does and went out of his way to make sure we stayed informed every step of the way. Very entertaining!! Great trip if you...

            Show more"
153,106355,"Just did the 3 days tour from Oct 17 to Oct 19 with our lovely tour guide Bradley Manhke, he is so nice, so professional and very knowledgeable!
Many thanks Bradley, André and I, we much enjoyed the 3 days tour with you!
And I should thank you for...

            Show more"
154,106355,"We enjoyed the 3 days and two night Grand Canyon trip from Oct 17 to 19, 2022. This trip included 5 different sites starting with Zion Canyon, Bryce Canyon, Antelope Canyon, Monument Valley & Grand Canyon.  
Our tour guide Bradley Mahnke is very...

            Show more"
155,106355,The whole trip was well organized and scenery was phenomenal. Bradley was very considerate and so very knowledgeable.
156,222592,Overall it was a great trip. Rollie was awesome.
157,222592,"It was a great experience and I would absolutely do it again. Awesome new friends, great itinerary and fantastic guide!"
158,222592,"As my first time with G adventures, I was nervous about the tour. These nerves went away almost immediately when I met my CEO and group. The energy was fun and welcoming and I was able to get the most out of the beautiful landscapes in California. I was...

            Show more"
159,177100,"This will be my last trip with G adventure. Twice now that my meet up point on the tour date was changed but no one from G or touradar contacted me. One was my trip to South America and now this tour. I showed up at the meeting point on my 1st day of...

            Show more"
160,177100,Great and rewarding experience.
161,177100,"Hard working and efficient CEO.  Camping sites were ok - facilities not working well.  Stated iteniary changes - hiking options (unavoidable) and drop off at end of tour (would have been helpful to know sooner).
Beautiful area to experience - some hikes...

            Show more"
162,177100,The trip was full of beautiful nature and wonderful opportunities to explore. I loved how everything was planned out and all the travelers had to worry about was having a great time.
163,177100,"The days were perfectly balance between traveling, hiking and sightseeing. CEO Rollie was easy going, flexible and so knowledgeable of the area."
164,177100,Great trip!!!!!
165,177100,"The trip overall was amazing. Well thought out tour and many challenging hikes. Well organized , great transportation and rest food considering it was camping. But the CEO overall made the trip better with his enthusiasm and knowledge."
166,177100,I loved the hikes.
167,177100,"A great tour of 3 national parks, with plenty of sights to see and hiking options."
168,177100,"I had an awesome time! It was definitely the trip of a lifetime for me. The scenery in the three parks we visited was breathtaking! I have been dreaming about seeing the sequoia trees all of my life and this experience was all I thought it would be and...

            Show more"
169,167549,Could have been better
170,167549,"Great group of US and international travelers. My 3 day tour of Northern California was packed with beautiful locations. My favorite visit was Monterey, California, so beautiful.

Thank you to Roberto for guiding our tour and shepherding our flock! And...

            Show more"
171,167549,I didn't see the cities in the tour. They have a too big bus. So it couldn't go to  so much places. We saw restricted places quickly.
172,167549,"Fun and well organised. Roberto and Zippi were great. There was a lot of time on the bus compared to time spent at destinations, but still worth it."
173,167549,"We had a 4-Day California Express Private Tour. The Tour to Sta. Barbara, Carmel, San Francisco, Yosemite and San Diego was fantastic. Roberto, our tour guide, was very patient with us, Seniors. Our driver, Sam was great. 

Lodging at Springhill Suites...

            Show more"
174,167549,Brilliant tour. Jacob and Belinda were fantastic. Busy jam packed tour to see as much as we could vet the three days. Lovely hotel. Many thanks.
175,167549,Excellent service. Jacob tour guide was very nice
176,167549,Really good for first timers and with big families
177,167549,We enjoyed the time. It was an excellent tour. Guides were great and helpful
178,104092,The area was beautiful. Accommodations were excellent and the tour guide was superb. She knew the history of the area and people and modified the tour to make it the best possible for our group. Can’t say enough about her. She put our tour over the top.
179,104092,Excellent tour guide. And very knowledgeable. Accommodations were very comfortable. Many wildlife viewings.  Saw incredible geological features and  geysers.  Trip exceeded my expectations in all areas.
180,104092,"Perfekte Route. Zwei Tage Grand Teton und 3 Tage Yellowstone sollten es auf jeden Fall sein, um die Schönheit dieser Parks genießen zu können. Zentrale Hotels, so dass man Abends gut zu Fuß die Gegend erkunden kann"
181,104092,Tour guide did a great job. Had an excellent week. Will consider future trips through TourRadar and Southwest tours.
182,104092,"This was a bucket list trip and it was fulfilled! Dennis is knowledgeable although the old folk in the rear of the bus had trouble hearing him at times! The 10 people were diverse but fit so well, I wondered if it was luck or design! Only one hotel got...

            Show more"
183,104092,"Great tour, we feel like we saw everything there was to see and then some. We had a fun group and Dennis Bailey, our guide, was ever attentive. He held us together really well with great stories and knowledge of both Grand Teton and Yellowstone. We...

            Show more"
184,104092,It was a great tour. Fantastic scenery and Kirk showed us the lot. We never felt rushed. We made short hikes every day to great view points. We were extremely lucky with the weather.
185,104092,"Phil and Traci were more than helpful, understanding of my needs. Phil is well versed in knowledge and history of the area. He made the moments of the trip interesting."
186,104092,"Our guide, Phil, made the whole tour great!  Not only was he extremely knowledgeable, but he was witty, personable, and extremely caring and helpful with one of the passengers who had mobility issues.  Would definitely take another trip if he was our...

            Show more"
187,104092,"This was the best Southwest Adventures trip yet!  I am a repeat customer.  Trip was full of fun, light hiking, and an amazing experience for my daughters and I as they prepare to leave the nest.  The Grand Tetons and Yellowstone are magnificent .  Our...

            Show more"
188,167900,"Lorenzo and Ozzie were both incredible - amazing photos, lots of stops without feeling rushed, and plenty of humor! Would definitely recommend."
189,167900,The tour is good and the 2 days hotel is good too. The travel time during tour is a bit long.
190,167900,"Loved this three day trip through Sedona , Monument Valley and Valley of Fires. 
Our tour guide Lorenzo is the best ever. He is patient kind and funny. He knows the information of the areas very well and makes people feel at ease even when things don’t...

            Show more"
191,167900,"We really enjoyed the tour!
Our tour guide, Lorenzo, was informative and entertaining.
  Only real difficulty was finding the bus departure point in the Luxor.  If your looking for it - head into the Luxor from the lobby and stay to the right... Follow...

            Show more"
192,167900,"Tour is excellent, Lorenzo, Tom and Carmen did a good job. Could have given an excellent review but accommodation at the quality inn is so so."
193,167900,This was my very first guided tour and I enjoyed myself thoroughly. Eduardo was an amazing guide and the views were spectacular. I have already added a few future trips to my wishlist.
194,167900,Everything was excellent except the hotel that we stayed at was very run down.
195,167900,"Wonderful trip! Got to visit so many places in just a few days, totally recommend it."
