,Destination_link,Review,Sentiment Score
16,5505,"It was one of the best decisions we made to join a g adventures tour ,from start to finish everything was well organised. The guide Shaz was so helpful and knowledgable i it made the tour",5
17,5505,It was an awesome tour with a great CEO and super group of people! Would definitely recommend :),5
18,5505,"Overall a good experience.  With the exception of the accommodations in the village, the rest of the accommodations were inadequate. Breakfast should be included with the tour. As a result of having to buy breakfast much time were wasted in the...

            Show more",3
19,5505,"The whole experience was amazing, everything was well planned and ran smoothly. The guides were very informative and friendly. 
Our tour guide Gaurav was absolutely awesome and would recommend him to anyone.
Very well done",5
20,91447,It was a very good trip. Saw the best of India in just 11 days. Accommodations were excellent. The guides and driver were fantastic.,5
21,91447,"When we booked this tour we were nervous as this was our first time to India. This tour completely change our thoughts about India. Everyone was very welcoming and helpful. Our driver Giri and all guides were super amazing. We made new friends. I...

            Show more",5
22,91447,"I had an amazing whirlwind 11-day solo tour through Rajasthan and saw some amazing historic monuments, arts, culture, street life.
The itinerary was overall really good, sometimes a bit packed with sightseeing and visiting a lot of places in one day and...

            Show more",4
23,91447,"Very good driver for just me, 1 person.
Good hotels.
Low price for 11 days.",5
24,91447,I booked this tour for my 25th anniversary and I couldn’t have asked for more. Itinerary was lovely. Tour guides were excellent. And all hotels were amazing. No better way to celebrate your anniversary.,5
25,91447,Just finished this wonderful tour. I must say services of Swastik India Journeys were excellent. Karni was always there to assist us. I highly recommend this tour if this is your first time to India. You’ll love it!!,5
26,91447,"We did enjoy the tour and saw many interesting places and stayed in some amazing hotels, But you need to know the following things to make your tours better. Excellent hotel choices and places to visit. The city guides were very good but didnt like the...

            Show more",4
27,91447,"We have just finished the tour which started on 27th of December. In general, the itinerary is good and allows to see many beautiful places. We were happy that we spent our holidays on this tour. 
We were lucky to have an excellent driver Rahul Kumar...

            Show more",4
28,91447,Wonderful itinerary.Best 11 days in India. Highly recommended.,5
29,91447,"It was a great experience, the tour provider provided what he said he would.  There was a lot of driving but we were warned about that, trip definitely worth it!",5
30,88881,"Booked a tour for a group tour, but as no one else booked we had a private tour! 
For the value the tour is fantastic! 

Our driver was great and all guides super friendly! 

Don’t be expecting amazing accommodation, however the accommodation was good...

            Show more",4
31,88881,The best trip ever!! Experienced many things in just 05 days. Huge thanks to Karni for organising everything so professionally.,5
32,88881,"Our tour had a mixture of highs and lows.
The high being our driver Pradeep. He was fantastic. He was a gentleman and attentive to our needs. We cannot fault him and HIGHLY recommend him.
The Taj Mahal and our accommodation in Jaipur were other...

            Show more",5
33,88881,"The tour was brilliant and well organised by the company. The drivers and tour guides were flexible in our requests and took us to the places we wanted to see. There was no pressure to see sights even though they were on our agenda. The company...

            Show more",5
34,88881,"Our driver and all the tour guides were amazing. Everything was well planned and we were given plenty of time to enjoy the different sites.
I am only giving them four stars because our hotel in Agra was not that good, I understand it is not their fault...

            Show more",4
35,88881,"we experienced the best tour ever in the golden triangle of India.  all the guides were perfect in every aspect, we also had the best driver in all of india for the whole tour.  everything was perfectly arranged down to the last detail.  really...

            Show more",5
36,88881,Our experience with Swastik India Journeys was amazing. We would definitely book with Swastik India again!!,5
37,88881,"I firstly have to say the driver Pramod has been excellent and he always made sure we are comfortable and provided excellent service. The guide in Delhi and Agra was good but the guide in Jaipur was not friendly. The guide in Jaipur was not prioritising...

            Show more",3
38,88881,It was an excellent tour. Loved our time in India.,5
39,88881,Loved the trip. Saw some amazing places and met some interesting people.,5
40,110498,"Our driver for the entire tour, Ram, was fantastic and we really enjoyed his humour and company throughout the 5 days. Food locations were also good and clean. Our guides in Delhi, Shiva - and in Agra, Amit - were pleasant and informative. Our guide in...

            Show more",5
41,110498,"Superb Trip , Superb Guides and above all my driver through out the trip . 
Thank you team",5
42,110498,Very friendly staff. Everything was planned and organized to the minute. I really enjoyed this tour and all I learned from my guides.,5
43,110498,"The tour was well organized. We were very happy, that our driver was always on time, the car was spacious and clean and the hotels were better than expected. Very good food and clean.
Two out of four local tour guides got us into conversations and",5
44,110498,"Ajit Singh, my driver, was very considerate and awesome. I also really liked my tour guide Shiva in New Delhi, Amit in Agra, and Krishnan in Jaipur. 

However the tour in Sikri was very bad. There were beggars in the fort. Our tour guide was average....

            Show more",3
45,110498,"I started this tour directly when I came to Delhi. It was great to get adjusted and to visit all the important monuments in just a few days. 
My driver and tour guides where very nice, taking good care of me and adjust short term for example because of...

            Show more",5
46,110498,"We did this 5 day tour at the beginning of our India journey and it was perfect. Very well organized, planned and executed. Everyone was very friendly, knowledgeable and helpful - especially our personal driver Mahendra Singh. 
The only thing we...

            Show more",5
47,110498,"We had a great time during this trip . Special thanks to the members of this company who made this trip really great . Good hotels , good guides & overall a good coordination .",5
48,110498,"We had a memorable trip that was arranged as per our request including sunset and sunrise view of Taj Mahal. Our trip planner, Mr. Arun From K K Holidays was very helpful and easily reachable. Would definitely recommend this company for an Incredible...

            Show more",5
49,110498,K K holidays and their guides / drivers were all great to work with. I spent a great time on this tour. It was a great experience. Really appreciated the services.,5
50,113375,"Just returned from my trip to India and I can only say “Thank you World Travel Experiences for making my trip so memorable!” From the moment I booked, I felt great support from the company. Everyone -- from their booking agents to the tour guides,...

            Show more",5
51,113375,Unfortunately due to the cornavirus and the cancellation of visas our tour group only consisted of two. We were a little disappointed not to have more people to interact with but it was beyond anyone’s control.,2
52,113375,Guides and drivers were very good. Hotels had no facilities such as bar and meals very restricted. Just curries really. Service good though in hotels.,3
53,113375,"As a solo traveler, safety and local guidance is key. Tour radar provided both.",4
54,113375,Our drivers and guides were very good as well as the hotels and breakfasts. The sites we saw were well-planned. The overnight train ride although first class was adequate but we were expecting a bit better for first class. Thanks.,4
55,113375,"I spent time almost a month in 5 cities in India with this tour. They allowed me to customized the plan and the places I wanted to visit to suit my requirement. All the staff, the driver, and local guides are good and helpful. I would recommend World...

            Show more",5
56,113375,"We travelled with WTX by car between Delhi, Jaipur, Agra and Varanasi. The package was arranged by Anil and even included transport to the event (October). Our driver was excellent plus there were guides arranged to show us around and explain in detail...

            Show more",5
57,113375,It is a very good value tour. You just need to double check that the itinery is as printed and not the subject of change.,4
58,113375,"Our driver Mukesh was the absolute best!! he kept us safe, took us to places we wanted to visit and was always ready on a moments notice.",5
59,113375,"We spent 8 days in Delhi, Jaipur, Agra and Varanasi. From the outset, people who have gone through world travel experiences around have been incredibly helpful and friendly. Me and Wife traveled with our children. And all our accommodations were perfect...

            Show more",5
60,98622,The driver was exceptional. The hotels were acceptable at best.,5
61,98622,"This tour was great and met my needs perfectly. VIKRIM Singh, my driver was exceptional. He's an excellent driver and he really looked out for my well being. Amit Kumar was great at keeping me informed, answering questions and checking in with me during...

            Show more",5
62,98622,We had a great trip! Packed a lot in. We appreciated how we were able to modify the itinerary a bit to fit our desires. This was a lot of fun and I would definitely recommend it!,5
63,98622,"It was a great tour of the Golden Triangle with Yolo India.
Good itinerary and great service",5
64,98622,"Overall the tour was very good and very enjoyable despite the hot weather. For me the Delhi City Tour was a bit too rushed because there were too many places to cover. The home visit was excellent.
Both the Agra and Jaipur tours were excellent and very...

            Show more",4
65,98622,"From the moment we were picked up from the airport until the last day of our tour, this company is the most professional we have ever used. Each day was planned out with such care and every place we visited was full of unique experiences. Hotels...

            Show more",5
66,98622,"The whole experience was amazing, just finished this tour and i was surprised how well organised everything was, i got to see many beautiful places. Loved all the activities  home cooked meal, meeting local family, Sunrise Taj mahal and rural village...

            Show more",5
67,98622,"We were so happy to book our first trip to India with Yolo India Tours. Everything was taken care of and we had absolutely nothing to worry about. All the hotels were comfortable and clean. The stay at haveli in Jaipur was an experience of lifetime....

            Show more",5
68,98622,"We really couldn’t have asked for more. Tourradar made finding the right tour very easy. We relied on the reviews to make our choice and we weren’t disappointed. The communication was excellent. Everything about this tour gets a 5 star rating from us,...

            Show more",5
69,98622,"We had a great time exploring the Golden triangle. The highlight was visiting a rural village and riding a camel. We didn't enjoy the sights where we didn't have a guide. It seemed like a waste of time and money. I would definitely recommend.

I agree...

            Show more",4
70,116073,"I thought World Travel Experiences were excellent. With the acceptation of one hotel I though all the accommodation was good, the tour guides were great and my driver was excellent.",4
71,116073,"We (group of 5)had arranged for a tour of Ranthambore and Jaipur through World Travel Experiences. Had a great time and will cherish the memories for lifetime. Mr. Rituraj of World Travel Experiences was extremely helpful in finalizing the itinerary for...

            Show more",5
72,116073,Our driver Pravin Monu made our trip.He is a excellent driver and speaks very good English. Monu made sure we saw all the places listed on our program and looked after our safety.,5
73,116073,The tour guide that I had in Agra named Ali was the best tour guide I have ever had. And being in India it was nice to have a safe and conscientious driver Mr. Singh.,5
74,116073,"This tour was absolutely amazing!  The guide on the first day, took us to a handmade rug factory and jeweler, which was not on the list so we did not get to see the New Delhi, but otherwise he was very kind and showed us the Mosque, old Delhi and...

            Show more",5
75,116073,"Fantastic. The tour, car, meals, the guides, the suggestions, all demostrate the experience of this enterprice.",5
76,116073,"The only thing is guides took us to most expensive places for shopping where we were ripped off.  Driver will also stop only at the restaurant where the food was not healthy even after requesting to take to simple eating places. They need to put...

            Show more",2
77,116073,Your was fun and a fact filled.,4
78,116073,"It was a fantastic experience, the guides and driver were excellent. I recommend this service",5
79,116073,"The tour was professional planned and coordinated.  Guides we very knowledgeable and spoke good English.  Hotels were 3 to 3.5 stars.  Our driver for 7 days was exceptional.  An excellent driver,  prompt,  curious, well spoke English, pointed out sites...

            Show more",4
80,5518,The tour was truly amazing! I loved every minute of it.,5
81,5518,"While it did feel rushed at times, having our guide Vik around made the often hectic situations feel manageable. With his help we were able to see an incredible amount of India given our short stay!
Vik worked really hard to bond our group together and...

            Show more",4
82,5518,"There's a lot of wasted time on this tour, both in terms of spending time on trains for 6+ hours and the places you span the most time (I was sick of Varanasi by the second day there). The accommodation was disappointing, because many of the hotels did...

            Show more",2
83,5518,Very fast paced but perfect for seeing everything I wanted to see in such a short amount of time. Had a good balance between organised time and doing your own thing. Got to experience a lot of the local transport. Very well organised,5
84,5518,"Bucket list trip! Well organized, felt extremely safe and its truly incredible how much we were able to see! Highly recommend!!",5
85,5518,Fantastic trip. Highly recommend. Quite fast paced and suited to a younger crowd.,5
86,5518,"Fantastic tour. It was great that all transportation and accommodation was included. Thanks to this we could safe our energy for truly immersing into the experience. Lipika was an amazing CEO. Organized, fun, flexible, knowledgeable. Definitely a great...

            Show more",5
87,5518,The tour was fantastic! I learnt so much with some great people,5
88,5518,"An amazing experience, our guide was great and I would definitely book a tour with g adventures again!",5
89,5518,I really love it. The way we did it like locals. Using tuks tuks train and etc.,5
90,127990,"If you're looking for an informative tour with lots packed in over a short space of time, look no further! There are so many sites to see in these three cities, and the guides were very accommodating when I wanted to alter the itinerary. My driver,...

            Show more",5
91,127990,"The golden triangle tour was an amazing and memorable experience for me as a solo woman traveler in India. If you want your trip to be arranged in a way you want with no worries, then this the tour! Looking forward to travel again with them.",5
92,127990,"The tour allowed maximal use of our time to see this beautiful part of the world. A couple of days, the tour offered more than we could do and the driver and guides were very flexible in letting us choose our experiences. The knowledge of the guides...

            Show more",5
93,127990,"The trip was perfectly organized, completely flexible so that we could adapt the trip to our own wish. Driver and guides were always friendly, helpful and give us all information we need. We will recommend everyone to travel with this agency.",5
94,127990,"Our Golden triangle trip was outstanding, amazing, very informative and very well organized. Our tour guides did outstanding job in this tour. They were very knowledgeable. They made our tour so memorable. Our vehicle was so comfortable and it was in...

            Show more",5
95,127990,This trip has exceeded our expectations in every way. Our driver has delivered us safely to each of our destinations and has done it with a smile. He was always on time. Our guides have been very good with good English.,5
96,127990,I would thoroughly recommend this tour for those who want a glimpse of Indian culture and history with only a few days available. January is also a good month to travel as the climate is pleasant.,4
97,127990,"Awesome journey exceeded all of my expectations and covered a lot of ground.
Initially, all I wanted to do was see the Taj Mahal, but when I learned about this tour, I decided to take a chance and learn more.
The tour guides were delightful and...

            Show more",5
98,127990,"Excellent programme, excellents chauffeur and guides. It was easy to book for this progarm by internet and then to extend for one day in Delhi when we arrive. The choice of the guide in Delhi was really good.",5
99,127990,"I highly advise taking this tour!
Our every need was catered to, with the same excellent driver taking us to all the cities and a very comfy vehicle for the lengthy travels.
The tour guides were knowledgeable natives with a fantastic sense of humour in...

            Show more",5
100,62422,our tuor guide A Jay Shing was the best we had and we have been traveling the world,5
101,62422,"Overall, we enjoyed our tour of India. The culture there is so different than any other place we have travelled, leaving even seasoned travelers a bit shell shocked. Highlights were the Taj, never expected to be so impressed with it as we have seen a...

            Show more",4
102,62422,Exellent..!  Guide was knowledgable and really good hotels,5
103,62422,"This trip was challenging. The overall itinerary and the cities we visited were good but I have many points of feedback:
- Most important: rooms in winter should have basic necessities like heating and hot water.
- People who book the basic tour should...

            Show more",3
104,62422,"Amazing adventure, our tour leader was great.",5
105,62422,"Maddy the guide was excellent. The trip was great, although could have done with a day less in Varanasi and a day extra in Agra, but all in all would highly recommend it. It's full on - if it's your first time in India (or even if not!) prepare to be...

            Show more",5
106,62422,"Great tour of North India, enjoyed all the experiences even the train journey’s
We had an excellent guide and I enjoyed being art of a team.",5
107,62422,"The tour guide was great, very knowledgeable and accommodating. Some of the elements felt like a school trip but that’s maybe because I have travelled alone before and am not used to doing everything en mass. Javed was fantastic and no request was too...

            Show more",4
108,62422,"The trip itself was great, however, the tour guide was just ok. Was helpful when had to be but if we didn’t do what he wanted by way of additional activities (which he could make more money off of us) outside of the included ones, he was not ok with this.

            Show more",3
109,62422,"We enjoyed the cities we visited, even though Varanasi was flooded and we arrived super late to Agra. The heritage stay was nice and the optional tour added a great amount to understanding the area.",4
110,1780,"The tour and accommodation was great but what made the tour was our wonderful tour leader Chiime, to the extent I wrote a poem for her.",4
111,1780,One of the best tours i have ever done . Excellent knowledge guide who was passionate about his job and his desire to share his culture and heritage with the group.,5
112,1780,"Interesting tour, covering some truly remarkable heritage stays. Something a bit different from the standard Rajasthan tours. Our guide/leader, Abhi, was excellent - engaging, helpful, informative and very professional.",4
113,1780,Very good- can always rely on Intrepid - an experienced organisation with amiable and competent tour leaders.,4
114,1780,We most enjoyed the opportunities afforded us for cultural experiences.  Our guide was excellent and insured we got the fullest experience possible,5
115,1780,Our guide not only took away all the stress in trying to travel to a very foreign country but he also shared a huge amount of interesting information with our group.,5
116,1780,As an intoduction to India it exceeded all my expectations,5
117,1780,"Maddy was a fantadtic tour leader, vwry knowledgable about india, culture, specific monuments. Happy to answer all questions and interacted with the whole group with friendlimess and good humour.",5
118,1780,The guide and the tour group was very good.,4
119,1780,Intrepid always ensures a smooth travel experience. The trip was very well organised.,5
120,193290,"MTA was a phenomenal company, and saw to my every request. As I traveled privately during a surge in the pandemic, there was added stress related with social distancing and testing, but MTA assisted me with finding test sites, transportation, and safe...

            Show more",5
121,193290,"The trip was incredible. Our travel company organised a wonderful trip. 
All of the guides and pick ups were on time and first class. The food was also very delicious in every city. I would like to go once again with this travel company.",5
122,193290,"I travelled to ladakh last year with Mta Destinations and had a wonderful experience throughout the tour. The tour was very well operated with all the safety precautions , the anemities provided were all very good .

Thank you Mta 
Hope to travel...

            Show more",5
123,2580,"The tour was supremely well organised and the historic places we went to were beautiful. The programme was varied, and included a walk through a village and a visit to a rural school. I was surprised and delighted by two of the hotels being heritage...

            Show more",5
124,2580,"I would love to say this tour was a great introduction to India and its customs and world renown sights but sadly this is not true.

Whilst on paper the tour was set out to be a fantastic experience... what transpired was a quite let down. This was...

            Show more",2
125,2580,"This was a well paced tour, expertly guided by an awesome individual. I will definitely visit India again.",5
126,2580,Great tour and holiday giving wonderful appreciation of the vastly varied Culture of India.,5
127,2580,"Have just returned from this Taj/Holi tour, and need to say how wonderful it was. Sat, our tour leader was fantastic, our bus driver Goldy was excellent, and Manjeet was very helpful. I will definitely return to India. A beautiful place. So pleased I...

            Show more",5
128,2580,"This is my second on the go tour to India , loved every minute , places and guides were great. As a solo traveller I have no hesitation in recommending OTG to anyone",5
129,105050,"The 'God's own Country' Tour was very well planned out to provide a number of contrasting experiences in a short time. We really appreciated that our tour guide kept in touch with us and our driver and managed at one point to upgrade one of our Hotel...

            Show more",4
130,105050,"Although I was the only person that booked, the tour still happened (I would personally prefer to have a few more people on the tour). Everything went according to plan. The same cab driver took me to all the places throughout the 7 days. The...

            Show more",4
131,105050,"We (6 people) organised a 16 days trip in India with Bout India, travelling between Chennai and Kochi. Bout India was very reactive and answered very quickly when we asked some modifications.
Bout India followed us along our trip sending messages...

            Show more",5
132,105050,"The tour was well planed, the hotels first rate and the drivers and guides were good and on time. We had a great time and looking forward for more",4
133,105050,"My tour started and ended in Cochin. BoutIndia Tours were very professional in every way. The driver/guide Nauful was always proficient, polite and careful. His driving was excellent. The variety of places visited and the activities provided were...

            Show more",5
134,105050,"I found Bout India through an internet search. Like anything unknown I was weary at first, but because of the immediate response I felt as though they were taking me seriously. Within days we had corresponded several times and had the basis of a tour....

            Show more",2
135,105050,"""Himanshu was brilliant, nothing was too much trouble, we contacted him a few times during the trip with questions and got reply’s very quickly. Our driver Sajan was great too always on time, very safe driver and very helpful Every resort was wonderful,...

            Show more",5
136,115980,"The trip was well organized and everybody was in time. We have seen a lot of the monuments. The driver was very friendly and never late. Unfortunately his english could be improved a little bit.
The reason why we reduced the overall rating is that there...

            Show more",3
137,115980,It is a great option for people who want to visit India but are short on time,4
138,115980,"World Travel Experiences were amazing. Their service was outstanding from airport pick-up until the end of my tour. I didn't have to worry about anything, it was all taken care of. The various guides were all very knowledgeable and made the sightseeing...

            Show more",5
139,115980,"WTX were flawless from the minute that we landed. The representative that met us at the airport was friendly and welcoming, once we checked into our hotel he ran through the itinerary with us once again before leaving us to spend the day at our...

            Show more",2
140,115980,"We are 4 friends visited India with World Travel Experiences for a 7 days golden triangle tour of India. World Travel Experiences has created a wonderful journey through which we have traveled north of india cities delhi jaipur and agra. Highlights of...

            Show more",5
141,115980,"We, 4 people with a family, visited Incredible Golden Triangle for 7 days Delhi Agra and Jaipur tour in September of this year. It was a pleasure to work with World Travel Experiences. Everyone, including guides, driver and Rituraj, has worked hard to...

            Show more",5
142,115980,"We chose world travel experiences based on reviews and we were not disappointed. We were met at the airport and from then on, we were in the hands of a terrific driver malik and knowledgeable and personable guides at each stop. The company was flexible...

            Show more",5
143,115980,"This trip was AMAZING. The pick-up/drop-off at the hotel, drive to Agra, Jaipur and Delhi was a my trip for a life time and tour guides were perfect. The sites were breathtaking and knowledge of the guide was excellent. My driver and guide were very...

            Show more",5
144,115980,"Must admit, World travel Experiences have done an excellent job, while making the itinerary for India for us. Though I was nervous at first, but these guys have done a fabulous job, taking care of all our needs. The hotels chosen were great, and the...

            Show more",5
145,115980,"World Travel experiences a big round of applause for arranging a great tour for us. Everything was taken cared off so well, and so efficiently. From transport to the hotels, optional activities and ofcourse our guide, Excellent! Really appreciate your...

            Show more",5
146,4199,"The tour was great. Well organised and well run by Javid ,my guide. 
I found that I got tired quickly and he adapted what was expected of me. The driver was also very reassuring with nerves of steel. I felt safe and was looked after throughout the trip.",4
147,4199,"The guide, Javed, could not have been less interested in his job. He was aloof and unfriendly. The hotel in Delhi was awful. Like, seriously awful. Other accommodations were pretty much okay, and full of other Intrepid Tour groups. 
As far as the...

            Show more",2
148,4199,G was an amazing guide. He went above and beyond in every instance to ensure that EVERY passenger was catered for. A wonderful tour with heaps to see and do. The Taj Mahal was my absolute favourite - a dream come true.,5
149,4199,Great itinerary- good use of 8 days.,5
150,4199,"I want to commend our guide Akanksha. She was pulled off her holiday to cover an emergency with our original guide. She was suppose to be going home and relaxing, but joined our tour at the last minute and was a caring, competent and flexible guide who...

            Show more",5
151,4199,"Great itinerary, great people and fantastic tour leader (Akanksha Tanwar).",5
152,4199,"I had a fantastic experience on my Intrepid tour. No need to worry about accommodation and transport and all the included/optional activities are excellent. My tour leader was wonderful - professional, informative and caring. I felt very safe with her...

            Show more",5
153,4199,I thought this trip was excellent and was managed extremely well.,5
154,4199,Konika was an amazing guide and India has incredible culture that everyone should experience,5
155,4199,Overall it was a good trip.,4
156,3570,An amazing life changing experience with wonderful memories,5
157,3570,"It was very educational regarding the life, history and religions of India. The tiger safaris at Ranthambore National Park Safari were particularly interesting, saw tiger, leopard, crocodiles and deer etc.",4
158,3570,A packed itinery made sure we saw and did lots of things. It wasn't arduous but we covered a lot of ground.,4
159,3570,Great fun tour. Knowledgeable friendly guide who went many extra miles for the group. Great guy. Some lovely hotels and wonderful experiences.,5
160,3570,"Marvelous holiday, we got to see tigers and one of the wonders of the world!",5
161,98630,"Loved this trip. I felt safe and well taken care of. The tour was perfect insight into India. The highlight of the tour was Taj Mahal and Tiger sighting. The tour wouldn't have been the same without the amazing team Mahesh our driver and guides....

            Show more",5
162,98630,"Dealing with Tour Radar has been extremely positive from beginning to end. Websites are easy to navigate, questions are answered promptly, payments are processed precisely when I was told they would be (with a reminder that the were happening) and most...

            Show more",5
163,98630,"One of my mother's dream was to visit India. We had great time exploring Delhi, Agra, Ranthambore and Jaipur. Everything was perfect. Every detail was taken care off. We had the best driver in India, Subhash, he drove us for entire 8 days. His driving...

            Show more",5
164,98630,"The trip was absolutely amazing experience. you get to experience true beauty of India. The tour almost covered everything to do in the cities and some great local experience like walking tours, local home visit for cultural experience. Our driver...

            Show more",5
165,98630,"The tour allows you to see lot of India in short time and gives you a great start to the country. The itinerary was very varied. Our driver was always happy, cheerful as well as professional. All the hotels were nice with a great variety of breakfast...

            Show more",5
166,98630,"This tour was absolutely fantastic. I was picked up from airport at 1 am without any problem. I enjoyed my stay in all the hotels specially the heritage hotel in Jaipur. All the guides were friendly and knowledgeable. My driver Mukesh was very...

            Show more",5
167,98630,"Truly excellent and well organized tour by Yolo India Tours, and well worth the price paid. This was my first trip to India with my family  Our favorite experiences were visiting Taj Mahal , Old Delhi heritage tour, National park Tiger sighting and...

            Show more",5
168,98630,"Great introduction of India. It was the first solo tour i have ever done and it couldn't have been any better. My driver Mukesh was top notch. He was not just only a driver but a good friend. All the guides made me feel very safe and i didn't have to...

            Show more",5
169,98630,"Everything about this trip was amazing. The tour included enough to have gotten the full experience and great value for money. Great balance between sight seeing and free time. The food was excellent at every destination. All the hotels were great but...

            Show more",5
170,98630,"Best tour I have been on. You’re so well looked after from start to finish. All the guides were knowledgeable and friendly. Special thanks to my driver Bhuwan he was always on time and smiling. Staying in a heritage hotel was a great experience. I...

            Show more",5
171,3569,The tour was excellent!!,5
172,3569,"We had a marvellous time.
THe hotels did not have central heating but we were provided with a floor heater.
Although we gave money for the kitty for porters, drivers, waiters etc they acted and waited for more tips.",5
173,3569,"The quality of hotels, restaurants and entertainment was very poor and didn’t make for an enjoyable experience. The guide tried his very best to make sure the trip was good - but he had no control over the pre booked elements",2
174,3569,The itinerary was run at just the right tempo. Yusuf was extremely personable and his knowledge of not only the sites but of social history was fascinating to hear. An amazing time!,5
175,3569,Yosef was able to answer questions we had and was also ver accommodating,5
176,3569,"Vansh was an amazing guide. He was extremely knowledgeable about all the stops on the tour and about Indian history in general. He went out of his way to ensure that we all had a wonderful time. He is a kind man. He has a warm nature and a great sense...

            Show more",5
177,3569,"The tour was great and our guide Sat was an amazing tour guide. The highlights for myself was the Taj Mahal, riding an elephant (which was not part of our tour but after I told Sat that I wanted to do that, he made some calls and arranged it for us) and...

            Show more",5
178,3569,"Perhaps the best tour guide we have ever had.
No nasty early starts, well paced and organised, got to see some lovely places.",5
179,3569,"Mahindra Soni was an excellent guide.  He pulled the tour together and we had the most amazing time.  Mahindra was very informative and would have to be one of the best tour guides we have travelled with.  I would recommend Mahindra to any of my fellow...

            Show more",5
180,3569,"This was an amazing itinerary packed full of temples, forts, palace visits - great if you are on a tight timeframe but want to see the highlights of India and get the most out of your 8 days. While it was hot, it was definitely quieter at the key...

            Show more",5
181,125698,Overall this is a fantastic tour and WTX are excellent hosts.,5
182,125698,"The tour was amazing and we had such an incredible time. 
There were some issues with the itinerary; we were planned to visit the Taj Mahal on Friday morning for sun rise but the Taj Mahal is shut every Friday. This should’ve been know and updated...

            Show more",4
183,125698,"Fantastic tour, well planned, good choice of tour guides and fantastic accommodation.",5
184,125698,"Very good, driver (Ramesh) was excellent and prior to the tour we were able to reshuffle some of the days and activities and timings, so lots of flexibility to make the tour our own, which we really appreciated. Thanks!!",5
185,125698,"Excellent trip!
Thoroughly enjoyed the trip and the value for money is incredible.
Our driver, Aman was friendly, professional and safe.
Regular communication from Prakash was brilliant and any questions or problems he was always on hand to help....

            Show more",5
186,125698,"This experience was absolutely phenomenal. I really enjoyed Ranthambore! I did get two see two tigers, and a lepoard, sloth bears, some really exotic birds..The transfers were easy and the guides were friendly and caring. The only thing I warn is that,...

            Show more",5
187,125698,"My 2nd trip to India with World travel Experiences. These guys are so good at all the arrangements. They consider and understand what the clients need, and make customizations in the itinerary. I've always appreciated their hard work and the attention...

            Show more",5
188,125698,"I have travelled internationally for nearly 20 years and have generally created my own itinerary and logistics. This year I decided to visit India for a month and travel to Jaipur, Agra Delhi, and Goa .  It was obvious from the outset we would need a...

            Show more",2
189,125698,"All over experience was wonderful.. it’s really worth it. All credit goes to my tour manager. Thank you so much Team WTX! :)

I have recently been to taken a trip[ to the Golden Triangle with Goa with WTX. Below is the feedback :
The arrangement on the...

            Show more",5
